sale_id,store_id,product_id,date,quantity,unit_price
SL00563,ST02,PD007,2024-09-10,8,6571
SL00564,ST02,PD018,2024-05-11,1,5356
SL00565,ST01,PD015,2024-06-23,12,691
SL00566,ST05,PD031,2024-03-28,6,4109
SL00567,ST01,PD041,2024-09-11,4,2034
SL00568,ST02,PD015,2024-06-26,9,691
SL00569,ST02,PD008,2024-07-28,9,3556
SL00570,ST02,PD011,2024-01-25,2,492
SL00571,ST03,PD041,2024-03-20,10,2034
SL00572,ST05,PD032,2024-08-02,9,3341
SL00573,ST03,PD024,2024-07-25,3,26387
SL00574,ST01,PD006,2024-07-16,8,5275
SL00575,ST06,PD001,2024-01-28,7,3754
SL00576,ST01,PD011,2024-09-20,3,492
SL00577,ST02,PD007,2024-05-17,1,6571
SL00578,ST06,PD030,2024-07-12,7,1814
SL00579,ST06,PD019,2024-11-21,11,1711
SL00580,ST06,PD022,2024-04-19,7,4319
SL00581,ST05,PD010,2024-03-06,2,6383
SL00582,ST06,PD016,2024-06-19,1,1467
SL00583,ST01,PD041,2024-02-23,4,2034
SL00584,ST03,PD018,2024-11-06,7,5356
SL00585,ST06,PD035,2024-10-23,6,3801
SL00586,ST05,PD002,2024-03-08,10,4529
SL00587,ST05,PD006,2024-05-26,9,5275
SL00588,ST05,PD038,2024-05-11,6,952
SL00589,ST06,PD018,2024-10-25,5,5356
SL00590,ST04,PD039,2024-03-13,6,2854
SL00591,ST04,PD019,2024-03-16,11,1711
SL00592,ST03,PD004,2024-09-07,5,4324
SL00593,ST02,PD020,2024-12-13,2,5655
SL00594,ST03,PD029,2024-07-29,4,29306
SL00595,ST03,PD037,2024-10-27,1,2709
SL00596,ST04,PD017,2024-06-15,2,5732
SL00597,ST03,PD019,2024-05-12,5,1711
SL00598,ST06,PD027,2024-07-04,8,15892
SL00599,ST05,PD020,2024-02-04,5,5655
SL00600,ST02,PD021,2024-06-11,3,1492
SL00601,ST05,PD033,2024-09-30,11,1390
SL00602,ST03,PD026,2024-07-13,6,10576
SL00603,ST05,PD002,2024-11-08,4,4529
SL00604,ST03,PD002,2024-05-01,2,4529
SL00605,ST05,PD031,2024-05-30,3,4109
SL00606,ST02,PD005,2024-11-01,2,912
SL00607,ST04,PD015,2024-12-25,10,691
SL00608,ST04,PD040,2024-06-23,5,460
SL00609,ST02,PD034,2024-11-11,4,492
SL00610,ST04,PD032,2024-09-04,3,3341
SL00611,ST06,PD029,2024-03-03,6,29306
SL00612,ST02,PD017,2024-03-24,5,5732
SL00613,ST02,PD008,2024-06-11,1,3556
SL00614,ST05,PD014,2024-12-12,4,412
SL00615,ST01,PD018,2024-04-05,5,5356
SL00616,ST02,PD031,2024-04-02,4,4109
SL00617,ST02,PD030,2024-01-23,8,1814
SL00618,ST01,PD020,2024-11-02,8,5655
SL00619,ST02,PD023,2024-09-01,1,2300
SL00620,ST04,PD004,2024-04-30,3,4324
SL00621,ST05,PD016,2024-11-05,9,1467
SL00622,ST05,PD041,2024-09-07,8,2034
SL00623,ST02,PD014,2024-07-09,3,412
SL00624,ST01,PD007,2024-09-28,6,6571
SL00625,ST02,PD034,2024-11-23,8,492
SL00626,ST03,PD024,2024-12-15,9,26387
SL00627,ST04,PD012,2024-04-25,3,655
SL00628,ST05,PD006,2024-11-05,5,5275
SL00629,ST01,PD024,2024-02-01,9,26387
SL00630,ST03,PD034,2024-09-16,10,492
SL00631,ST05,PD038,2024-12-29,11,952
SL00632,ST05,PD006,2024-03-03,2,5275
SL00633,ST05,PD039,2024-05-18,3,2854
SL00634,ST01,PD036,2024-09-11,12,2507
SL00635,ST02,PD036,2024-05-26,3,2507
SL00636,ST04,PD001,2024-05-10,4,3754
SL00637,ST06,PD013,2024-10-28,12,432
SL00638,ST03,PD021,2024-04-06,5,1492
SL00639,ST02,PD013,2024-05-25,10,432
SL00640,ST06,PD030,2024-02-20,10,1814
SL00641,ST02,PD029,2024-11-16,1,29306
SL00642,ST01,PD018,2024-10-16,11,5356
SL00643,ST02,PD014,2024-05-29,3,412
SL00644,ST02,PD018,2024-11-16,1,5356
SL00645,ST05,PD002,2024-11-26,2,4529
SL00646,ST02,PD030,2024-02-27,7,1814
SL00647,ST02,PD013,2024-03-09,5,432
SL00648,ST01,PD015,2024-12-02,9,691
SL00649,ST02,PD032,2024-06-05,5,3341
SL00650,ST05,PD031,2024-05-02,10,4109
SL00651,ST04,PD002,2024-03-01,3,4529
SL00652,ST02,PD006,2024-07-06,8,5275
SL00653,ST05,PD040,2024-10-28,7,460
SL00654,ST01,PD039,2024-01-26,3,2854
SL00655,ST01,PD020,2024-10-18,9,5655
SL00656,ST04,PD012,2024-03-24,5,655
SL00657,ST06,PD019,2024-11-15,6,1711
SL00658,ST01,PD012,2024-08-13,7,655
SL00659,ST05,PD037,2024-11-17,2,2709
SL00660,ST02,PD023,2024-10-03,4,2300
SL00661,ST01,PD006,2024-10-16,8,5275
SL00662,ST05,PD032,2024-10-22,6,3341
SL00663,ST04,PD007,2024-07-26,6,6571
SL00664,ST01,PD004,2024-09-30,1,4324
SL00665,ST03,PD004,2024-05-21,5,4324
SL00666,ST02,PD002,2024-08-26,8,4529
SL00667,ST01,PD025,2024-02-29,11,16385
SL00668,ST02,PD009,2024-02-19,7,5020
SL00669,ST03,PD009,2024-08-29,6,5020
SL00670,ST01,PD006,2024-01-18,1,5275
SL00671,ST04,PD014,2024-07-29,9,412
SL00672,ST04,PD023,2024-06-08,4,2300
SL00673,ST04,PD038,2024-11-25,4,952
SL00674,ST03,PD036,2024-08-18,11,2507
SL00675,ST06,PD006,2024-12-20,9,5275
SL00676,ST03,PD018,2024-09-14,2,5356
SL00677,ST02,PD025,2024-01-25,3,16385
SL00678,ST02,PD007,2024-10-30,2,6571
SL00679,ST02,PD035,2024-04-08,7,3801
SL00680,ST04,PD013,2024-03-09,6,432
SL00681,ST01,PD008,2024-03-12,10,3556
SL00682,ST01,PD034,2024-04-15,12,492
SL00683,ST01,PD006,2024-03-19,7,5275
SL00684,ST02,PD010,2024-08-13,1,6383
SL00685,ST01,PD024,2024-07-15,8,26387
SL00686,ST05,PD019,2024-03-30,11,1711
SL00687,ST02,PD023,2024-03-19,10,2300
SL00688,ST03,PD011,2024-05-24,7,492
SL00689,ST06,PD022,2024-12-10,5,4319
SL00690,ST04,PD032,2024-04-23,2,3341
SL00691,ST05,PD028,2024-02-17,5,8913
SL00692,ST03,PD024,2024-10-31,1,26387
SL00693,ST04,PD014,2024-06-22,4,412
SL00694,ST06,PD023,2024-05-24,3,2300
SL00695,ST04,PD014,2024-03-22,5,412
SL00696,ST04,PD028,2024-08-19,7,8913
SL00697,ST02,PD009,2024-07-28,12,5020
SL00698,ST04,PD031,2024-02-07,8,4109
SL00699,ST06,PD020,2024-08-13,10,5655
SL00700,ST03,PD001,2024-07-01,6,3754
SL00701,ST02,PD011,2024-05-30,12,492
SL00702,ST06,PD011,2024-01-23,6,492
SL00703,ST04,PD039,2024-05-13,3,2854
SL00704,ST03,PD024,2024-11-05,8,26387
SL00705,ST01,PD035,2024-07-11,5,3801
SL00706,ST04,PD015,2024-02-12,10,691
SL00707,ST01,PD026,2024-12-21,11,10576
SL00708,ST03,PD013,2024-09-18,10,432
SL00709,ST02,PD032,2024-02-05,2,3341
SL00710,ST01,PD028,2024-03-03,6,8913
SL00711,ST03,PD025,2024-04-30,10,16385
SL00712,ST03,PD039,2024-04-04,2,2854
SL00713,ST06,PD007,2024-11-23,12,6571
SL00714,ST03,PD021,2024-04-03,5,1492
SL00715,ST01,PD001,2024-06-26,1,3754
SL00716,ST02,PD017,2024-11-23,8,5732
SL00717,ST01,PD040,2024-12-26,9,460
SL00718,ST05,PD027,2024-01-14,9,15892
SL00719,ST02,PD033,2024-06-22,9,1390
SL00720,ST03,PD024,2024-09-14,11,26387
SL00721,ST04,PD015,2024-05-13,6,691
SL00722,ST06,PD017,2024-10-14,8,5732
SL00723,ST05,PD024,2024-08-17,10,26387
SL00724,ST06,PD037,2024-09-04,5,2709
SL00725,ST03,PD009,2024-05-29,3,5020
SL00726,ST05,PD041,2024-11-27,1,2034
SL00727,ST02,PD020,2024-07-15,9,5655
SL00728,ST04,PD011,2024-06-16,7,492
SL00729,ST03,PD033,2024-10-26,8,1390
SL00730,ST03,PD034,2024-02-01,12,492
SL00731,ST05,PD029,2024-11-24,7,29306
SL00732,ST02,PD031,2024-06-11,4,4109
SL00733,ST05,PD004,2024-02-24,6,4324
SL00734,ST01,PD034,2024-10-05,7,492
SL00735,ST05,PD029,2024-12-11,10,29306
SL00736,ST03,PD017,2024-02-25,2,5732
SL00737,ST02,PD039,2024-12-13,3,2854
SL00738,ST04,PD019,2024-09-03,2,1711
SL00739,ST05,PD037,2024-10-30,3,2709
SL00740,ST03,PD030,2024-03-28,4,1814
SL00741,ST01,PD029,2024-01-11,1,29306
SL00742,ST06,PD010,2024-11-14,6,6383
SL00743,ST06,PD040,2024-07-16,4,460
SL00744,ST01,PD021,2024-10-13,8,1492
SL00745,ST04,PD023,2024-01-29,6,2300
SL00746,ST02,PD014,2024-01-22,10,412
SL00747,ST04,PD016,2024-02-09,4,1467
SL00748,ST01,PD041,2024-02-03,5,2034
SL00749,ST04,PD020,2024-05-20,2,5655
SL00750,ST04,PD040,2024-03-21,12,460
SL00751,ST06,PD037,2024-05-27,2,2709
SL00752,ST02,PD004,2024-08-06,8,4324
SL00753,ST05,PD021,2024-01-08,7,1492
SL00754,ST06,PD037,2024-04-23,3,2709
SL00755,ST05,PD034,2024-05-16,1,492
SL00756,ST01,PD005,2024-08-21,2,912
SL00757,ST01,PD013,2024-05-07,12,432
SL00758,ST01,PD032,2024-11-12,8,3341
SL00759,ST05,PD007,2024-05-15,7,6571
SL00760,ST05,PD030,2024-01-30,9,1814
SL00761,ST04,PD030,2024-12-23,4,1814
SL00762,ST02,PD031,2024-11-22,2,4109
SL00763,ST05,PD027,2024-03-14,8,15892
SL00764,ST05,PD023,2024-03-27,8,2300
SL00765,ST04,PD020,2024-01-25,2,5655
SL00766,ST01,PD003,2024-07-23,11,6235
SL00767,ST06,PD039,2024-08-14,8,2854
SL00768,ST01,PD019,2024-01-01,10,1711
SL00769,ST01,PD030,2024-02-02,9,1814
SL00770,ST02,PD014,2024-07-08,11,412
SL00771,ST04,PD026,2024-02-06,9,10576
SL00772,ST04,PD001,2024-02-18,1,3754
SL00773,ST03,PD034,2024-05-04,8,492
SL00774,ST01,PD003,2024-09-12,1,6235
SL00775,ST01,PD002,2024-01-04,3,4529
SL00776,ST02,PD009,2024-02-29,3,5020
SL00777,ST05,PD026,2024-04-21,10,10576
SL00778,ST03,PD003,2024-02-19,12,6235
SL00779,ST01,PD003,2024-02-09,9,6235
SL00780,ST06,PD005,2024-07-12,10,912
SL00781,ST03,PD013,2024-10-28,2,432
SL00782,ST04,PD001,2024-08-25,7,3754
SL00783,ST05,PD040,2024-09-01,2,460
SL00784,ST01,PD003,2024-05-24,10,6235
SL00785,ST01,PD020,2024-02-11,7,5655
SL00786,ST02,PD015,2024-10-13,3,691
SL00787,ST03,PD010,2024-02-27,10,6383
SL00788,ST03,PD025,2024-03-10,10,16385
SL00789,ST05,PD022,2024-11-19,7,4319
SL00790,ST04,PD008,2024-08-16,3,3556
SL00791,ST01,PD007,2024-09-05,1,6571
SL00792,ST03,PD010,2024-05-09,5,6383
SL00793,ST04,PD039,2024-06-10,6,2854
SL00794,ST02,PD003,2024-12-27,5,6235
SL00795,ST06,PD011,2024-02-12,9,492
SL00796,ST03,PD010,2024-05-14,11,6383
SL00797,ST01,PD034,2024-06-18,12,492
SL00798,ST03,PD030,2024-11-12,6,1814
SL00799,ST02,PD001,2024-05-30,3,3754
SL00800,ST06,PD017,2024-03-11,7,5732
SL00801,ST02,PD014,2024-07-10,3,412
SL00802,ST01,PD015,2024-12-03,8,691
SL00803,ST03,PD041,2024-05-27,9,2034
SL00804,ST04,PD029,2024-03-04,11,29306
SL00805,ST02,PD013,2024-01-02,3,432
SL00806,ST04,PD002,2024-02-16,12,4529
SL00807,ST05,PD014,2024-11-22,3,412
SL00808,ST02,PD001,2024-02-24,9,3754
SL00809,ST04,PD027,2024-08-05,12,15892
SL00810,ST03,PD030,2024-06-06,9,1814
SL00811,ST02,PD011,2024-09-18,12,492
SL00812,ST05,PD032,2024-01-06,8,3341
SL00813,ST05,PD013,2024-02-01,1,432
SL00814,ST05,PD020,2024-08-09,4,5655
SL00815,ST06,PD003,2024-10-23,7,6235
SL00816,ST04,PD027,2024-08-17,7,15892
SL00817,ST05,PD012,2024-07-12,1,655
SL00818,ST02,PD041,2024-12-29,10,2034
SL00819,ST06,PD028,2024-06-08,10,8913
SL00820,ST01,PD039,2024-11-22,1,2854
SL00821,ST06,PD017,2024-09-09,2,5732
SL00822,ST03,PD027,2024-10-31,6,15892
SL00823,ST03,PD017,2024-11-22,9,5732
SL00824,ST06,PD017,2024-06-04,7,5732
SL00825,ST04,PD023,2024-08-24,12,2300
SL00826,ST02,PD008,2024-12-18,11,3556
SL00827,ST01,PD029,2024-06-25,4,29306
SL00828,ST02,PD017,2024-08-26,9,5732
SL00829,ST02,PD038,2024-11-21,3,952
SL00830,ST04,PD034,2024-04-20,3,492
SL00831,ST04,PD012,2024-07-12,7,655
SL00832,ST03,PD021,2024-09-30,11,1492
SL00833,ST02,PD019,2024-09-12,5,1711
SL00834,ST03,PD039,2024-08-07,12,2854
SL00835,ST03,PD020,2024-11-17,5,5655
SL00836,ST02,PD004,2024-01-16,12,4324
SL00837,ST02,PD002,2024-11-25,2,4529
SL00838,ST02,PD020,2024-07-15,7,5655
SL00839,ST05,PD021,2024-05-30,6,1492
SL00840,ST05,PD013,2024-10-10,3,432
SL00841,ST02,PD014,2024-05-07,5,412
SL00842,ST06,PD022,2024-05-05,4,4319
SL00843,ST04,PD023,2024-08-01,9,2300
SL00844,ST02,PD011,2024-09-25,10,492
SL00845,ST03,PD027,2024-09-04,11,15892
SL00846,ST03,PD024,2024-11-05,11,26387
SL00847,ST06,PD010,2024-01-03,4,6383
SL00848,ST05,PD040,2024-01-01,2,460
SL00849,ST02,PD013,2024-11-21,8,432
SL00850,ST04,PD041,2024-02-07,10,2034
SL00851,ST03,PD005,2024-12-10,8,912
SL00852,ST01,PD031,2024-02-20,5,4109
SL00853,ST01,PD006,2024-02-10,6,5275
SL00854,ST01,PD034,2024-11-21,7,492
SL00855,ST02,PD010,2024-02-05,6,6383
SL00856,ST05,PD016,2024-05-19,3,1467
SL00857,ST01,PD036,2024-02-27,6,2507
SL00858,ST04,PD035,2024-07-26,6,3801
SL00859,ST05,PD003,2024-02-02,7,6235
SL00860,ST05,PD013,2024-08-17,11,432
SL00861,ST01,PD024,2024-07-07,8,26387
SL00862,ST02,PD039,2024-03-02,6,2854
SL00863,ST01,PD005,2024-12-01,10,912
SL00864,ST01,PD036,2024-02-01,1,2507
SL00865,ST03,PD038,2024-05-30,4,952
SL00866,ST01,PD001,2024-03-12,8,3754
SL00867,ST02,PD032,2024-03-11,1,3341
SL00868,ST03,PD025,2024-07-22,10,16385
SL00869,ST02,PD019,2024-08-16,11,1711
SL00870,ST06,PD027,2024-04-06,9,15892
SL00871,ST06,PD001,2024-09-26,3,3754
SL00872,ST02,PD025,2024-03-25,7,16385
SL00873,ST04,PD029,2024-04-25,12,29306
SL00874,ST01,PD007,2024-06-07,4,6571
SL00875,ST06,PD006,2024-02-01,8,5275
SL00876,ST02,PD022,2024-11-01,9,4319
SL00877,ST01,PD031,2024-05-21,2,4109
SL00878,ST02,PD018,2024-08-09,12,5356
SL00879,ST02,PD019,2024-10-30,4,1711
SL00880,ST04,PD002,2024-12-09,5,4529
SL00881,ST01,PD025,2024-05-24,4,16385
SL00882,ST06,PD033,2024-04-13,12,1390
SL00883,ST06,PD033,2024-02-02,7,1390
SL00884,ST03,PD032,2024-12-28,12,3341
SL00885,ST06,PD009,2024-10-03,12,5020
SL00886,ST03,PD039,2024-06-08,1,2854
SL00887,ST05,PD023,2024-05-25,11,2300
SL00888,ST03,PD031,2024-05-06,9,4109
SL00889,ST03,PD038,2024-09-07,6,952
SL00890,ST05,PD009,2024-10-28,8,5020
SL00891,ST06,PD011,2024-06-05,6,492
SL00892,ST04,PD039,2024-10-15,9,2854
SL00893,ST05,PD038,2024-04-01,3,952
SL00894,ST03,PD019,2024-06-25,12,1711
SL00895,ST01,PD019,2024-11-29,5,1711
SL00896,ST01,PD010,2024-01-11,1,6383
SL00897,ST03,PD008,2024-11-21,10,3556
SL00898,ST04,PD040,2024-03-01,2,460
SL00899,ST04,PD031,2024-09-26,6,4109
SL00900,ST03,PD018,2024-04-16,10,5356
SL00901,ST06,PD003,2024-06-26,8,6235
SL00902,ST05,PD040,2024-07-13,7,460
SL00903,ST06,PD009,2024-08-08,10,5020
SL00904,ST02,PD012,2024-05-01,10,655
SL00905,ST02,PD022,2024-01-05,1,4319
SL00906,ST02,PD041,2024-12-01,6,2034
SL00907,ST02,PD023,2024-10-31,6,2300
SL00908,ST06,PD012,2024-07-08,7,655
SL00909,ST04,PD014,2024-09-06,11,412
SL00910,ST01,PD014,2024-03-30,6,412
SL00911,ST03,PD011,2024-07-04,9,492
SL00912,ST01,PD032,2024-03-03,4,3341
SL00913,ST06,PD007,2024-02-29,2,6571
SL00914,ST03,PD029,2024-03-03,8,29306
SL00915,ST06,PD016,2024-04-15,6,1467
SL00916,ST02,PD036,2024-07-29,3,2507
SL00917,ST05,PD019,2024-11-19,3,1711
SL00918,ST03,PD008,2024-02-14,6,3556
SL00919,ST05,PD028,2024-06-07,5,8913
SL00920,ST05,PD015,2024-09-10,9,691
SL00921,ST01,PD031,2024-08-22,2,4109
SL00922,ST03,PD015,2024-12-16,10,691
SL00923,ST03,PD014,2024-12-22,11,412
SL00924,ST06,PD033,2024-10-26,2,1390
SL00925,ST03,PD004,2024-05-22,9,4324
SL00926,ST03,PD012,2024-08-09,3,655
SL00927,ST02,PD031,2024-11-08,7,4109
SL00928,ST02,PD018,2024-12-10,4,5356
SL00929,ST04,PD008,2024-02-12,3,3556
SL00930,ST06,PD001,2024-11-02,10,3754
SL00931,ST05,PD010,2024-08-03,11,6383
SL00932,ST06,PD035,2024-12-26,8,3801
SL00933,ST03,PD036,2024-03-19,11,2507
SL00934,ST04,PD031,2024-06-18,2,4109
SL00935,ST02,PD021,2024-07-22,11,1492
SL00936,ST02,PD029,2024-01-25,12,29306
SL00937,ST04,PD038,2024-06-30,1,952
SL00938,ST04,PD025,2024-11-11,10,16385
SL00939,ST06,PD007,2024-11-24,3,6571
SL00940,ST03,PD035,2024-07-21,9,3801
SL00941,ST05,PD022,2024-05-20,5,4319
SL00942,ST04,PD006,2024-05-26,10,5275
SL00943,ST02,PD016,2024-02-20,2,1467
SL00944,ST03,PD006,2024-07-14,11,5275
SL00945,ST03,PD035,2024-06-08,1,3801
SL00946,ST04,PD011,2024-03-05,2,492
SL00947,ST01,PD034,2024-07-20,12,492
SL00948,ST06,PD001,2024-05-05,7,3754
SL00949,ST02,PD016,2024-04-28,11,1467
SL00950,ST06,PD024,2024-03-03,9,26387
SL00951,ST02,PD021,2024-03-15,10,1492
SL00952,ST04,PD006,2024-06-30,7,5275
SL00953,ST02,PD006,2024-12-21,1,5275
SL00954,ST06,PD029,2024-05-03,10,29306
SL00955,ST04,PD033,2024-02-10,11,1390
SL00956,ST05,PD019,2024-05-28,11,1711
SL00957,ST03,PD021,2024-06-06,4,1492
SL00958,ST01,PD002,2024-08-25,11,4529
SL00959,ST03,PD019,2024-12-11,8,1711
SL00960,ST04,PD032,2024-05-28,2,3341
SL00961,ST04,PD019,2024-06-26,2,1711
SL00962,ST02,PD033,2024-02-19,7,1390
SL00963,ST02,PD016,2024-03-30,6,1467
SL00964,ST02,PD015,2024-12-27,7,691
SL00965,ST01,PD013,2024-06-19,8,432
SL00966,ST04,PD023,2024-12-18,9,2300
SL00967,ST04,PD025,2024-01-29,8,16385
SL00968,ST02,PD004,2024-06-21,1,4324
SL00969,ST06,PD030,2024-07-14,7,1814
SL00970,ST01,PD028,2024-07-16,10,8913
SL00971,ST01,PD023,2024-09-20,6,2300
SL00972,ST04,PD010,2024-02-11,1,6383
SL00973,ST05,PD027,2024-11-11,7,15892
SL00974,ST03,PD024,2024-04-17,3,26387
SL00975,ST03,PD025,2024-09-11,5,16385
SL00976,ST06,PD007,2024-12-29,5,6571
SL00977,ST02,PD005,2024-12-10,5,912
SL00978,ST06,PD001,2024-05-13,4,3754
SL00979,ST04,PD037,2024-09-23,5,2709
SL00980,ST02,PD033,2024-06-11,10,1390
SL00981,ST01,PD025,2024-01-04,1,16385
SL00982,ST05,PD005,2024-12-03,11,912
SL00983,ST01,PD010,2024-09-19,8,6383
SL00984,ST04,PD007,2024-11-19,4,6571
SL00985,ST05,PD034,2024-03-03,10,492
SL00986,ST06,PD014,2024-12-12,10,412
SL00987,ST06,PD041,2024-03-15,8,2034
SL00988,ST05,PD006,2024-02-18,9,5275
SL00989,ST05,PD038,2024-04-22,9,952
SL00990,ST05,PD007,2024-09-30,8,6571
SL00991,ST02,PD039,2024-02-19,7,2854
SL00992,ST01,PD022,2024-02-19,9,4319
SL00993,ST04,PD005,2024-07-04,8,912
SL00994,ST06,PD027,2024-01-05,2,15892
SL00995,ST01,PD033,2024-09-23,7,1390
SL00996,ST06,PD029,2024-06-12,12,29306
SL00997,ST02,PD009,2024-07-29,3,5020
SL00998,ST05,PD020,2024-02-14,6,5655
SL00999,ST06,PD009,2024-09-22,10,5020
SL01000,ST02,PD015,2024-09-18,2,691
SL01001,ST04,PD026,2024-06-21,12,10576
SL01002,ST04,PD006,2024-09-07,4,5275
SL01003,ST02,PD005,2024-02-12,10,912
SL01004,ST03,PD030,2024-10-18,4,1814
SL01005,ST02,PD008,2024-06-15,3,3556
SL01006,ST06,PD032,2024-08-06,3,3341
SL01007,ST03,PD023,2024-11-11,4,2300
SL01008,ST04,PD032,2024-12-03,6,3341
SL01009,ST01,PD005,2024-09-22,3,912
SL01010,ST04,PD021,2024-08-05,11,1492
SL01011,ST01,PD022,2024-07-15,4,4319
SL01012,ST01,PD039,2024-08-21,3,2854
SL01013,ST01,PD031,2024-06-17,5,4109
SL01014,ST06,PD035,2024-04-09,7,3801
SL01015,ST05,PD012,2024-02-17,12,655
SL01016,ST03,PD013,2024-03-03,4,432
SL01017,ST01,PD022,2024-04-06,4,4319
SL01018,ST04,PD019,2024-01-07,12,1711
SL01019,ST03,PD031,2024-10-30,7,4109
SL01020,ST05,PD041,2024-08-13,6,2034
SL01021,ST03,PD029,2024-11-26,12,29306
SL01022,ST04,PD019,2024-12-24,6,1711
SL01023,ST06,PD020,2024-05-09,9,5655
SL01024,ST01,PD010,2024-09-20,8,6383
SL01025,ST05,PD014,2024-10-12,11,412
SL01026,ST01,PD012,2024-03-06,6,655
SL01027,ST05,PD021,2024-10-05,8,1492
SL01028,ST03,PD031,2024-01-21,6,4109
SL01029,ST02,PD004,2024-02-03,6,4324
SL01030,ST02,PD005,2024-06-07,11,912
SL01031,ST03,PD025,2024-01-28,9,16385
SL01032,ST03,PD027,2024-12-20,7,15892
SL01033,ST05,PD040,2024-08-07,12,460
SL01034,ST05,PD015,2024-09-08,5,691
SL01035,ST04,PD019,2024-09-08,2,1711
SL01036,ST03,PD015,2024-02-14,3,691
SL01037,ST06,PD022,2024-05-02,11,4319
SL01038,ST06,PD034,2024-11-23,4,492
SL01039,ST01,PD017,2024-01-14,7,5732
SL01040,ST04,PD024,2024-03-10,10,26387
SL01041,ST04,PD040,2024-08-03,7,460
SL01042,ST04,PD024,2024-03-21,12,26387
SL01043,ST04,PD003,2024-09-12,11,6235
SL01044,ST02,PD004,2024-11-06,4,4324
SL01045,ST04,PD014,2024-08-13,11,412
SL01046,ST04,PD032,2024-05-11,5,3341
SL01047,ST01,PD007,2024-12-16,9,6571
SL01048,ST02,PD017,2024-10-26,8,5732
SL01049,ST06,PD008,2024-02-27,9,3556
SL01050,ST06,PD012,2024-01-29,1,655
SL01051,ST06,PD014,2024-05-20,1,412
SL01052,ST06,PD040,2024-05-05,6,460
SL01053,ST02,PD033,2024-09-01,12,1390
SL01054,ST04,PD008,2024-04-11,11,3556
SL01055,ST01,PD009,2024-04-18,2,5020
SL01056,ST04,PD001,2024-07-22,7,3754
SL01057,ST04,PD019,2024-12-25,6,1711
SL01058,ST05,PD007,2024-05-16,8,6571
SL01059,ST05,PD033,2024-09-12,12,1390
SL01060,ST04,PD040,2024-09-26,9,460
SL01061,ST03,PD033,2024-06-28,9,1390
SL01062,ST06,PD041,2024-09-08,10,2034
SL01063,ST04,PD023,2024-12-24,10,2300
SL01064,ST01,PD031,2024-02-20,5,4109
SL01065,ST01,PD039,2024-08-22,10,2854
SL01066,ST04,PD019,2024-02-04,11,1711
SL01067,ST01,PD040,2024-07-11,10,460
SL01068,ST02,PD012,2024-11-22,12,655
SL01069,ST03,PD037,2024-02-19,1,2709
SL01070,ST06,PD035,2024-04-14,3,3801
SL01071,ST06,PD032,2024-09-21,7,3341
SL01072,ST05,PD026,2024-08-05,9,10576
SL01073,ST05,PD039,2024-09-25,5,2854
SL01074,ST01,PD010,2024-01-11,4,6383
SL01075,ST04,PD012,2024-06-18,1,655
SL01076,ST01,PD015,2024-06-11,3,691
SL01077,ST01,PD017,2024-02-19,5,5732
SL01078,ST01,PD011,2024-08-14,7,492
SL01079,ST01,PD024,2024-04-24,4,26387
SL01080,ST02,PD022,2024-10-15,5,4319
SL01081,ST03,PD039,2024-08-31,7,2854
SL01082,ST02,PD004,2024-12-30,11,4324
SL01083,ST04,PD037,2024-12-18,2,2709
SL01084,ST05,PD002,2024-05-18,11,4529
SL01085,ST02,PD037,2024-10-29,8,2709
SL01086,ST03,PD004,2024-06-11,4,4324
SL01087,ST04,PD034,2024-10-04,8,492
SL01088,ST01,PD026,2024-03-14,12,10576
SL01089,ST04,PD037,2024-07-29,8,2709
SL01090,ST02,PD025,2024-02-28,11,16385
SL01091,ST03,PD013,2024-06-02,11,432
SL01092,ST04,PD021,2024-02-04,5,1492
SL01093,ST01,PD015,2024-06-25,12,691
SL01094,ST06,PD013,2024-09-19,11,432
SL01095,ST06,PD013,2024-06-04,9,432
SL01096,ST05,PD037,2024-12-31,6,2709
SL01097,ST01,PD016,2024-04-01,1,1467
SL01098,ST05,PD003,2024-06-18,10,6235
SL01099,ST03,PD003,2024-01-25,1,6235
SL01100,ST03,PD012,2024-02-23,11,655
SL01101,ST01,PD029,2024-04-20,7,29306
SL01102,ST02,PD017,2024-05-04,8,5732
SL01103,ST02,PD016,2024-02-09,4,1467
SL01104,ST06,PD020,2024-03-17,5,5655
SL01105,ST03,PD005,2024-11-16,8,912
SL01106,ST05,PD008,2024-10-20,8,3556
SL01107,ST02,PD026,2024-02-08,8,10576
SL01108,ST05,PD031,2024-12-03,12,4109
SL01109,ST06,PD019,2024-03-13,11,1711
SL01110,ST02,PD040,2024-02-20,1,460
SL01111,ST04,PD007,2024-03-10,8,6571
SL01112,ST05,PD018,2024-03-09,2,5356
SL01113,ST01,PD022,2024-09-02,6,4319
SL01114,ST06,PD002,2024-09-08,11,4529
SL01115,ST04,PD037,2024-04-30,2,2709
SL01116,ST02,PD015,2024-05-20,11,691
SL01117,ST06,PD004,2024-05-20,10,4324
SL01118,ST01,PD025,2024-11-14,7,16385
SL01119,ST03,PD041,2024-02-17,10,2034
SL01120,ST04,PD026,2024-03-28,8,10576
SL01121,ST03,PD006,2024-06-28,8,5275
SL01122,ST04,PD004,2024-06-11,12,4324
SL01123,ST06,PD035,2024-08-09,9,3801
SL01124,ST02,PD028,2024-04-19,8,8913
SL01125,ST03,PD033,2024-12-22,8,1390
SL01126,ST01,PD030,2024-12-12,8,1814
