record_id,employee_id,client_id,date,hours,hourly_rate,task_type
BH0432,EM028,CL009,2024-08-31,4.1,5000,Fieldwork
BH0433,EM008,CL027,2024-02-04,6.8,20000,Reporting
BH0434,EM018,CL020,2024-08-24,6.2,12000,Review
BH0435,EM012,CL015,2024-06-09,7.1,20000,Reporting
BH0436,EM015,CL053,2024-03-24,4.8,20000,Fieldwork
BH0437,EM003,CL004,2024-02-16,5.0,20000,Planning
BH0438,EM007,CL009,2024-12-15,7.4,12000,Review
BH0439,EM029,CL026,2024-02-08,7.6,8000,Fieldwork
BH0440,EM018,CL056,2024-10-16,3.7,12000,Fieldwork
BH0441,EM019,CL012,2024-11-16,7.4,8000,Review
BH0442,EM023,CL050,2024-03-17,8.1,8000,Reporting
BH0443,EM031,CL011,2024-12-11,5.8,20000,Review
BH0444,EM026,CL043,2024-09-08,6.2,5000,Reporting
BH0445,EM004,CL059,2024-03-11,4.7,12000,Client Meeting
BH0446,EM018,CL041,2024-08-21,9.6,20000,Fieldwork
BH0447,EM006,CL022,2024-09-22,6.0,5000,Planning
BH0448,EM030,CL003,2024-12-11,9.0,12000,Fieldwork
BH0449,EM001,CL032,2024-10-22,2.1,20000,Fieldwork
BH0450,EM005,CL020,2024-07-24,3.3,20000,Fieldwork
BH0451,EM007,CL038,2024-09-15,3.2,20000,Review
BH0452,EM020,CL012,2024-06-03,8.9,20000,Reporting
BH0453,EM034,CL059,2024-10-06,8.7,12000,Reporting
BH0454,EM016,CL032,2024-12-08,5.3,12000,Planning
BH0455,EM032,CL030,2024-01-03,1.5,5000,Reporting
BH0456,EM022,CL016,2024-03-29,4.0,5000,Reporting
BH0457,EM006,CL049,2024-11-28,7.5,5000,Planning
BH0458,EM011,CL049,2024-03-25,4.7,5000,Planning
BH0459,EM027,CL043,2024-07-26,4.7,5000,Reporting
BH0460,EM035,CL028,2024-07-03,9.2,8000,Planning
BH0461,EM014,CL054,2024-10-19,6.8,12000,Client Meeting
BH0462,EM005,CL027,2024-06-06,4.6,8000,Fieldwork
BH0463,EM001,CL054,2024-01-08,2.7,20000,Fieldwork
BH0464,EM002,CL029,2024-01-24,8.3,20000,Planning
BH0465,EM004,CL034,2024-11-19,5.6,20000,Client Meeting
BH0466,EM015,CL011,2024-01-19,5.5,5000,Planning
BH0467,EM033,CL016,2024-05-19,5.5,8000,Client Meeting
BH0468,EM032,CL047,2024-06-04,5.9,20000,Reporting
BH0469,EM027,CL023,2024-01-31,8.7,12000,Review
BH0470,EM022,CL026,2024-06-11,5.0,20000,Client Meeting
BH0471,EM026,CL024,2024-12-12,3.5,8000,Planning
BH0472,EM007,CL029,2024-10-27,3.4,20000,Planning
BH0473,EM023,CL001,2024-01-21,2.7,12000,Reporting
BH0474,EM010,CL004,2024-04-05,4.9,8000,Client Meeting
BH0475,EM015,CL004,2024-04-20,2.1,20000,Review
BH0476,EM023,CL011,2024-07-09,9.6,8000,Reporting
BH0477,EM001,CL040,2024-01-17,10.0,20000,Review
BH0478,EM003,CL047,2024-07-14,3.0,5000,Client Meeting
BH0479,EM033,CL022,2024-03-16,6.8,12000,Client Meeting
BH0480,EM026,CL048,2024-09-02,4.3,8000,Review
BH0481,EM013,CL031,2024-11-20,6.2,5000,Fieldwork
BH0482,EM023,CL054,2024-04-17,4.6,20000,Planning
BH0483,EM014,CL013,2024-03-10,5.4,8000,Reporting
BH0484,EM017,CL009,2024-03-17,5.8,12000,Client Meeting
BH0485,EM011,CL050,2024-09-23,3.1,8000,Reporting
BH0486,EM032,CL044,2024-03-31,2.7,8000,Fieldwork
BH0487,EM003,CL015,2024-04-27,7.5,5000,Fieldwork
BH0488,EM035,CL045,2024-10-26,3.8,8000,Review
BH0489,EM003,CL014,2024-08-16,1.1,8000,Reporting
BH0490,EM015,CL057,2024-04-10,7.1,8000,Planning
BH0491,EM018,CL024,2024-07-23,6.7,5000,Reporting
BH0492,EM024,CL042,2024-09-06,9.0,5000,Review
BH0493,EM030,CL015,2024-08-13,1.9,12000,Fieldwork
BH0494,EM031,CL027,2024-10-19,6.9,5000,Client Meeting
BH0495,EM019,CL024,2024-12-27,4.2,12000,Reporting
BH0496,EM007,CL024,2024-09-07,7.0,8000,Client Meeting
BH0497,EM011,CL028,2024-05-28,1.3,8000,Reporting
BH0498,EM029,CL013,2024-11-27,9.7,20000,Planning
BH0499,EM034,CL024,2024-11-11,2.8,8000,Planning
BH0500,EM014,CL041,2024-10-19,1.3,20000,Planning
BH0501,EM030,CL059,2024-12-12,7.0,8000,Reporting
BH0502,EM006,CL045,2024-07-09,1.2,8000,Fieldwork
BH0503,EM033,CL024,2024-10-24,8.4,20000,Review
BH0504,EM024,CL050,2024-02-11,7.1,5000,Reporting
BH0505,EM022,CL001,2024-07-21,4.9,20000,Fieldwork
BH0506,EM026,CL042,2024-08-22,3.0,12000,Client Meeting
BH0507,EM027,CL031,2024-02-17,8.8,20000,Reporting
BH0508,EM010,CL036,2024-10-25,4.2,5000,Fieldwork
BH0509,EM015,CL034,2024-06-20,2.7,8000,Client Meeting
BH0510,EM025,CL011,2024-03-19,1.9,12000,Planning
BH0511,EM026,CL016,2024-12-12,5.0,8000,Planning
BH0512,EM027,CL015,2024-11-01,6.4,12000,Planning
BH0513,EM019,CL001,2024-04-12,6.0,12000,Review
BH0514,EM019,CL027,2024-07-04,4.9,12000,Reporting
BH0515,EM005,CL031,2024-01-30,5.6,8000,Fieldwork
BH0516,EM004,CL010,2024-02-16,1.1,8000,Client Meeting
BH0517,EM014,CL025,2024-12-09,4.4,8000,Review
BH0518,EM025,CL043,2024-08-24,2.8,8000,Reporting
BH0519,EM014,CL019,2024-09-15,5.1,8000,Planning
BH0520,EM005,CL028,2024-12-07,4.5,5000,Planning
BH0521,EM008,CL003,2024-11-04,1.1,20000,Client Meeting
BH0522,EM002,CL048,2024-08-14,2.9,8000,Client Meeting
BH0523,EM020,CL020,2024-08-17,8.0,8000,Client Meeting
BH0524,EM033,CL023,2024-11-10,4.3,12000,Fieldwork
BH0525,EM031,CL028,2024-01-30,8.1,5000,Planning
BH0526,EM013,CL032,2024-02-19,9.3,12000,Review
BH0527,EM007,CL001,2024-05-26,4.2,20000,Reporting
BH0528,EM018,CL027,2024-08-10,9.7,12000,Review
BH0529,EM032,CL051,2024-04-19,7.2,8000,Planning
BH0530,EM029,CL050,2024-10-08,8.9,12000,Reporting
BH0531,EM033,CL037,2024-01-16,6.9,20000,Client Meeting
BH0532,EM023,CL059,2024-02-14,6.0,20000,Planning
BH0533,EM020,CL048,2024-08-18,5.0,8000,Client Meeting
BH0534,EM018,CL016,2024-05-15,4.2,20000,Planning
BH0535,EM021,CL040,2024-04-19,5.5,20000,Reporting
BH0536,EM021,CL004,2024-03-17,3.2,20000,Review
BH0537,EM026,CL052,2024-11-07,9.6,8000,Review
BH0538,EM015,CL020,2024-04-28,4.2,20000,Planning
BH0539,EM022,CL012,2024-02-27,2.7,5000,Review
BH0540,EM025,CL003,2024-04-30,5.5,5000,Fieldwork
BH0541,EM034,CL035,2024-01-24,2.9,12000,Client Meeting
BH0542,EM019,CL025,2024-08-06,1.0,12000,Planning
BH0543,EM004,CL014,2024-09-01,4.6,20000,Review
BH0544,EM030,CL028,2024-10-25,2.1,5000,Client Meeting
BH0545,EM006,CL012,2024-03-31,2.0,12000,Fieldwork
BH0546,EM016,CL047,2024-10-21,8.3,20000,Review
BH0547,EM023,CL036,2024-07-28,7.4,5000,Planning
BH0548,EM003,CL003,2024-06-03,2.1,8000,Reporting
BH0549,EM014,CL024,2024-03-08,8.6,20000,Client Meeting
BH0550,EM001,CL007,2024-04-24,5.6,12000,Fieldwork
BH0551,EM002,CL011,2024-10-27,4.0,20000,Reporting
BH0552,EM034,CL001,2024-02-24,9.9,5000,Fieldwork
BH0553,EM012,CL055,2024-05-30,8.3,20000,Fieldwork
BH0554,EM035,CL006,2024-07-10,6.0,20000,Fieldwork
BH0555,EM019,CL039,2024-10-17,7.9,5000,Reporting
BH0556,EM026,CL041,2024-07-10,1.3,12000,Review
BH0557,EM008,CL037,2024-02-18,7.0,8000,Planning
BH0558,EM027,CL035,2024-08-12,1.7,20000,Client Meeting
BH0559,EM005,CL031,2024-01-04,5.8,12000,Planning
BH0560,EM010,CL039,2024-04-14,7.4,12000,Fieldwork
BH0561,EM032,CL059,2024-12-25,1.9,20000,Fieldwork
BH0562,EM010,CL038,2024-04-22,2.9,8000,Fieldwork
BH0563,EM013,CL018,2024-10-22,4.2,8000,Fieldwork
BH0564,EM017,CL003,2024-12-06,1.5,8000,Client Meeting
BH0565,EM005,CL060,2024-08-29,5.5,12000,Client Meeting
BH0566,EM010,CL046,2024-08-17,3.3,5000,Client Meeting
BH0567,EM026,CL007,2024-02-04,7.2,8000,Client Meeting
BH0568,EM009,CL047,2024-01-17,6.8,5000,Client Meeting
BH0569,EM024,CL005,2024-08-07,3.9,5000,Reporting
BH0570,EM008,CL008,2024-10-10,4.9,5000,Planning
BH0571,EM006,CL058,2024-03-03,7.0,8000,Reporting
BH0572,EM015,CL013,2024-01-31,2.6,12000,Planning
BH0573,EM033,CL050,2024-09-10,6.2,8000,Fieldwork
BH0574,EM028,CL051,2024-03-18,3.0,12000,Review
BH0575,EM028,CL036,2024-12-02,7.2,5000,Fieldwork
BH0576,EM025,CL041,2024-02-25,6.1,20000,Planning
BH0577,EM004,CL019,2024-07-02,1.3,8000,Fieldwork
BH0578,EM005,CL010,2024-01-26,8.6,20000,Fieldwork
BH0579,EM034,CL008,2024-07-26,8.1,5000,Planning
BH0580,EM001,CL017,2024-05-10,7.7,20000,Fieldwork
BH0581,EM035,CL045,2024-02-08,7.2,20000,Fieldwork
BH0582,EM017,CL003,2024-10-09,8.6,12000,Client Meeting
BH0583,EM021,CL017,2024-05-23,6.1,12000,Fieldwork
BH0584,EM026,CL001,2024-10-29,7.1,12000,Planning
BH0585,EM003,CL027,2024-03-08,7.2,20000,Review
BH0586,EM022,CL026,2024-08-09,6.3,8000,Planning
BH0587,EM035,CL059,2024-06-27,6.1,5000,Client Meeting
BH0588,EM017,CL010,2024-11-07,9.8,5000,Review
BH0589,EM010,CL043,2024-11-12,6.9,12000,Planning
BH0590,EM023,CL030,2024-11-29,5.0,20000,Reporting
BH0591,EM021,CL055,2024-04-07,7.1,12000,Client Meeting
BH0592,EM026,CL049,2024-07-18,6.4,12000,Reporting
BH0593,EM003,CL007,2024-07-19,9.4,12000,Client Meeting
BH0594,EM009,CL034,2024-11-18,4.6,20000,Review
BH0595,EM025,CL057,2024-09-22,3.9,5000,Reporting
BH0596,EM025,CL009,2024-11-07,8.3,20000,Fieldwork
BH0597,EM008,CL049,2024-07-18,4.5,20000,Client Meeting
BH0598,EM001,CL050,2024-04-07,3.8,8000,Review
BH0599,EM026,CL057,2024-10-07,6.4,20000,Client Meeting
BH0600,EM003,CL008,2024-07-21,4.3,8000,Client Meeting
BH0601,EM032,CL053,2024-12-16,3.7,8000,Fieldwork
BH0602,EM024,CL053,2024-09-11,9.6,8000,Fieldwork
BH0603,EM010,CL021,2024-03-16,3.5,8000,Review
BH0604,EM010,CL022,2024-07-18,8.5,5000,Planning
BH0605,EM021,CL048,2024-09-24,8.5,12000,Planning
BH0606,EM025,CL057,2024-02-02,5.1,5000,Review
BH0607,EM004,CL022,2024-03-17,1.1,12000,Reporting
BH0608,EM022,CL013,2024-02-14,2.7,5000,Planning
BH0609,EM018,CL024,2024-07-30,1.1,8000,Review
BH0610,EM010,CL016,2024-03-17,2.1,5000,Fieldwork
BH0611,EM006,CL057,2024-03-16,9.3,12000,Review
BH0612,EM015,CL047,2024-02-25,8.1,12000,Fieldwork
BH0613,EM018,CL056,2024-01-16,8.3,20000,Planning
BH0614,EM015,CL017,2024-12-21,9.2,8000,Client Meeting
BH0615,EM031,CL038,2024-10-05,2.4,12000,Fieldwork
BH0616,EM010,CL007,2024-02-28,4.8,8000,Reporting
BH0617,EM006,CL014,2024-09-08,6.6,5000,Planning
BH0618,EM007,CL042,2024-01-08,9.6,20000,Reporting
BH0619,EM020,CL011,2024-07-28,4.1,20000,Planning
BH0620,EM028,CL052,2024-04-21,7.1,12000,Planning
BH0621,EM031,CL029,2024-05-24,8.0,12000,Reporting
BH0622,EM027,CL014,2024-12-25,3.7,8000,Reporting
BH0623,EM032,CL053,2024-11-16,2.3,12000,Review
BH0624,EM012,CL009,2024-11-23,3.9,12000,Fieldwork
BH0625,EM005,CL058,2024-08-26,9.7,8000,Planning
BH0626,EM002,CL022,2024-01-24,9.9,12000,Review
BH0627,EM024,CL015,2024-10-10,7.6,8000,Planning
BH0628,EM031,CL011,2024-01-04,9.9,20000,Client Meeting
BH0629,EM031,CL028,2024-07-13,9.2,5000,Planning
BH0630,EM009,CL035,2024-10-06,9.7,12000,Review
BH0631,EM033,CL029,2024-02-10,7.5,8000,Fieldwork
BH0632,EM031,CL021,2024-04-16,1.7,8000,Client Meeting
BH0633,EM024,CL039,2024-04-07,1.9,8000,Client Meeting
BH0634,EM009,CL007,2024-12-02,6.9,20000,Review
BH0635,EM006,CL017,2024-05-14,3.0,5000,Fieldwork
BH0636,EM025,CL006,2024-05-22,9.3,12000,Reporting
BH0637,EM025,CL060,2024-06-05,4.2,20000,Review
BH0638,EM018,CL060,2024-04-14,2.9,20000,Fieldwork
BH0639,EM008,CL044,2024-07-04,3.0,8000,Review
BH0640,EM029,CL011,2024-11-14,4.9,20000,Fieldwork
BH0641,EM006,CL002,2024-01-24,7.7,12000,Reporting
BH0642,EM019,CL020,2024-11-03,6.4,12000,Planning
BH0643,EM023,CL053,2024-10-09,7.5,5000,Planning
BH0644,EM034,CL033,2024-02-17,8.5,20000,Planning
BH0645,EM026,CL004,2024-12-29,10.0,8000,Fieldwork
BH0646,EM024,CL037,2024-10-29,2.4,12000,Reporting
BH0647,EM030,CL028,2024-04-22,5.6,20000,Review
BH0648,EM003,CL059,2024-04-17,2.9,8000,Reporting
BH0649,EM012,CL015,2024-11-04,3.9,5000,Client Meeting
BH0650,EM001,CL019,2024-08-18,2.9,5000,Review
BH0651,EM034,CL014,2024-07-21,6.0,12000,Client Meeting
BH0652,EM031,CL047,2024-09-11,3.3,20000,Fieldwork
BH0653,EM015,CL026,2024-07-16,4.7,12000,Client Meeting
BH0654,EM001,CL001,2024-12-10,9.7,20000,Reporting
BH0655,EM011,CL055,2024-10-08,8.7,5000,Reporting
BH0656,EM035,CL009,2024-03-02,6.2,8000,Planning
BH0657,EM027,CL056,2024-10-02,2.5,12000,Client Meeting
BH0658,EM009,CL028,2024-05-13,7.4,8000,Planning
BH0659,EM014,CL013,2024-01-06,9.2,12000,Planning
BH0660,EM028,CL037,2024-03-26,7.0,5000,Client Meeting
BH0661,EM026,CL043,2024-07-22,1.3,12000,Planning
BH0662,EM023,CL015,2024-02-18,2.6,12000,Review
BH0663,EM014,CL022,2024-09-23,8.3,12000,Planning
BH0664,EM006,CL008,2024-09-23,6.9,20000,Review
BH0665,EM007,CL010,2024-05-13,2.6,5000,Client Meeting
BH0666,EM016,CL030,2024-10-12,7.1,20000,Fieldwork
BH0667,EM020,CL036,2024-12-29,7.5,8000,Client Meeting
BH0668,EM017,CL041,2024-09-27,1.9,20000,Review
BH0669,EM023,CL060,2024-07-04,7.6,12000,Planning
BH0670,EM017,CL011,2024-02-07,6.6,20000,Planning
BH0671,EM013,CL059,2024-02-23,2.9,20000,Reporting
BH0672,EM026,CL022,2024-10-22,5.5,20000,Client Meeting
BH0673,EM030,CL028,2024-09-23,5.4,20000,Review
BH0674,EM014,CL024,2024-10-13,4.8,8000,Review
BH0675,EM006,CL032,2024-05-11,10.0,5000,Planning
BH0676,EM023,CL015,2024-10-11,1.2,12000,Reporting
BH0677,EM028,CL051,2024-09-08,8.7,8000,Reporting
BH0678,EM001,CL044,2024-09-07,8.6,5000,Review
BH0679,EM002,CL003,2024-02-18,1.7,8000,Planning
BH0680,EM007,CL022,2024-06-06,5.7,5000,Review
BH0681,EM019,CL012,2024-04-11,4.7,12000,Client Meeting
BH0682,EM011,CL049,2024-02-08,3.4,5000,Fieldwork
BH0683,EM001,CL056,2024-09-25,9.6,5000,Client Meeting
BH0684,EM017,CL053,2024-08-23,7.3,5000,Review
BH0685,EM006,CL022,2024-09-03,3.0,5000,Client Meeting
BH0686,EM030,CL040,2024-10-20,4.4,8000,Client Meeting
BH0687,EM029,CL012,2024-01-19,6.3,20000,Fieldwork
BH0688,EM003,CL052,2024-04-02,7.9,20000,Reporting
BH0689,EM028,CL020,2024-04-24,7.1,5000,Review
BH0690,EM033,CL052,2024-07-17,6.1,20000,Reporting
BH0691,EM018,CL059,2024-07-04,6.6,20000,Fieldwork
BH0692,EM024,CL024,2024-12-15,5.0,8000,Reporting
BH0693,EM032,CL030,2024-01-04,2.1,12000,Review
BH0694,EM007,CL054,2024-08-26,7.1,8000,Reporting
BH0695,EM027,CL001,2024-10-27,4.8,12000,Client Meeting
BH0696,EM033,CL036,2024-12-18,5.8,20000,Fieldwork
BH0697,EM003,CL060,2024-09-25,4.1,20000,Reporting
BH0698,EM023,CL033,2024-07-12,9.9,20000,Planning
BH0699,EM019,CL054,2024-04-18,9.5,8000,Client Meeting
BH0700,EM018,CL018,2024-09-11,1.5,20000,Reporting
BH0701,EM010,CL032,2024-07-21,8.6,20000,Review
BH0702,EM026,CL052,2024-05-15,7.6,20000,Client Meeting
BH0703,EM025,CL040,2024-05-12,8.4,12000,Client Meeting
BH0704,EM006,CL023,2024-06-30,8.6,8000,Review
BH0705,EM029,CL059,2024-05-09,8.8,5000,Reporting
BH0706,EM017,CL002,2024-07-05,3.2,20000,Reporting
BH0707,EM001,CL036,2024-05-19,7.1,20000,Review
BH0708,EM015,CL042,2024-11-15,3.3,5000,Reporting
BH0709,EM029,CL052,2024-06-27,3.5,5000,Client Meeting
BH0710,EM034,CL001,2024-07-10,3.1,8000,Reporting
BH0711,EM035,CL024,2024-07-25,6.2,8000,Planning
BH0712,EM008,CL016,2024-07-27,6.4,12000,Planning
BH0713,EM003,CL045,2024-05-21,8.3,5000,Client Meeting
BH0714,EM015,CL030,2024-04-17,1.5,12000,Fieldwork
BH0715,EM023,CL001,2024-07-16,3.0,12000,Fieldwork
BH0716,EM021,CL007,2024-01-24,8.2,8000,Client Meeting
BH0717,EM024,CL034,2024-04-27,8.8,20000,Planning
BH0718,EM028,CL014,2024-04-13,9.0,20000,Client Meeting
BH0719,EM018,CL042,2024-08-06,3.4,20000,Client Meeting
BH0720,EM003,CL016,2024-04-21,8.7,8000,Client Meeting
BH0721,EM013,CL053,2024-10-19,6.6,12000,Fieldwork
BH0722,EM022,CL039,2024-03-16,8.0,12000,Fieldwork
BH0723,EM004,CL057,2024-02-15,1.2,20000,Client Meeting
BH0724,EM003,CL031,2024-09-30,2.0,12000,Fieldwork
BH0725,EM026,CL020,2024-09-22,3.4,20000,Client Meeting
BH0726,EM031,CL013,2024-09-22,2.8,8000,Fieldwork
BH0727,EM028,CL006,2024-05-14,3.3,12000,Client Meeting
BH0728,EM024,CL018,2024-12-27,9.5,8000,Review
BH0729,EM002,CL052,2024-06-25,7.0,8000,Client Meeting
BH0730,EM003,CL012,2024-08-27,1.3,20000,Planning
BH0731,EM031,CL022,2024-08-09,7.8,5000,Client Meeting
BH0732,EM006,CL041,2024-12-24,5.9,5000,Reporting
BH0733,EM012,CL016,2024-07-23,9.3,8000,Planning
BH0734,EM008,CL009,2024-04-06,5.4,12000,Review
BH0735,EM034,CL020,2024-12-10,1.9,8000,Reporting
BH0736,EM032,CL027,2024-09-13,5.0,12000,Planning
BH0737,EM001,CL032,2024-10-23,1.6,5000,Client Meeting
BH0738,EM024,CL008,2024-01-16,8.4,12000,Fieldwork
BH0739,EM032,CL003,2024-08-20,5.7,12000,Client Meeting
BH0740,EM034,CL047,2024-05-17,5.6,8000,Fieldwork
BH0741,EM015,CL017,2024-09-21,8.6,12000,Client Meeting
BH0742,EM014,CL028,2024-06-17,6.9,5000,Review
BH0743,EM017,CL040,2024-03-07,5.3,5000,Planning
BH0744,EM001,CL013,2024-03-01,8.8,8000,Client Meeting
BH0745,EM017,CL016,2024-02-12,4.9,12000,Planning
BH0746,EM033,CL054,2024-05-16,9.5,12000,Fieldwork
BH0747,EM021,CL048,2024-10-27,2.9,8000,Reporting
BH0748,EM003,CL030,2024-11-16,9.0,20000,Fieldwork
BH0749,EM022,CL010,2024-08-04,6.6,5000,Fieldwork
BH0750,EM024,CL011,2024-04-15,8.5,5000,Reporting
BH0751,EM026,CL025,2024-04-10,3.0,8000,Reporting
BH0752,EM023,CL055,2024-07-23,4.2,5000,Reporting
BH0753,EM002,CL029,2024-11-01,6.8,5000,Review
BH0754,EM018,CL052,2024-01-31,8.2,20000,Reporting
BH0755,EM011,CL002,2024-03-01,2.3,12000,Reporting
BH0756,EM006,CL036,2024-06-16,1.0,12000,Reporting
BH0757,EM013,CL006,2024-12-06,9.5,8000,Fieldwork
BH0758,EM025,CL060,2024-09-21,2.1,5000,Review
BH0759,EM034,CL056,2024-03-04,8.0,5000,Planning
BH0760,EM016,CL059,2024-01-29,9.2,12000,Review
BH0761,EM034,CL019,2024-12-28,5.0,12000,Client Meeting
BH0762,EM032,CL039,2024-08-16,9.0,8000,Review
BH0763,EM022,CL041,2024-12-14,3.9,5000,Review
BH0764,EM006,CL035,2024-03-21,5.4,8000,Planning
BH0765,EM009,CL028,2024-05-20,8.7,12000,Fieldwork
BH0766,EM033,CL022,2024-04-04,8.8,12000,Client Meeting
BH0767,EM027,CL050,2024-09-27,8.1,5000,Review
BH0768,EM022,CL038,2024-01-22,3.2,5000,Planning
BH0769,EM028,CL047,2024-11-13,4.0,12000,Review
BH0770,EM033,CL030,2024-07-17,1.9,12000,Fieldwork
BH0771,EM019,CL033,2024-10-10,3.5,5000,Review
BH0772,EM002,CL033,2024-10-19,2.2,12000,Review
BH0773,EM027,CL046,2024-05-28,1.4,12000,Fieldwork
BH0774,EM029,CL060,2024-07-30,6.4,12000,Review
BH0775,EM023,CL039,2024-12-23,8.2,8000,Review
BH0776,EM022,CL033,2024-09-18,1.7,5000,Planning
BH0777,EM009,CL043,2024-03-19,5.0,12000,Review
BH0778,EM029,CL050,2024-08-19,6.6,20000,Review
BH0779,EM024,CL037,2024-04-02,4.3,5000,Reporting
BH0780,EM014,CL033,2024-08-17,2.3,12000,Planning
BH0781,EM016,CL031,2024-11-01,5.2,5000,Fieldwork
BH0782,EM032,CL004,2024-12-29,3.6,12000,Review
BH0783,EM019,CL036,2024-06-07,6.1,20000,Client Meeting
BH0784,EM017,CL060,2024-02-24,4.9,8000,Reporting
BH0785,EM022,CL051,2024-08-03,6.9,20000,Fieldwork
BH0786,EM010,CL022,2024-07-05,6.3,12000,Fieldwork
BH0787,EM011,CL050,2024-08-18,4.9,12000,Planning
BH0788,EM002,CL025,2024-06-03,2.1,8000,Reporting
BH0789,EM032,CL010,2024-12-13,5.3,12000,Reporting
BH0790,EM005,CL019,2024-07-07,9.5,8000,Review
BH0791,EM007,CL032,2024-11-22,8.4,5000,Review
BH0792,EM019,CL024,2024-06-21,6.0,12000,Review
BH0793,EM023,CL040,2024-06-21,9.0,12000,Client Meeting
BH0794,EM012,CL008,2024-08-05,9.9,8000,Reporting
BH0795,EM024,CL051,2024-12-02,5.4,20000,Client Meeting
BH0796,EM033,CL004,2024-10-13,8.4,12000,Fieldwork
BH0797,EM020,CL052,2024-10-24,1.8,20000,Fieldwork
BH0798,EM019,CL013,2024-02-10,5.3,12000,Review
BH0799,EM031,CL036,2024-06-13,7.9,5000,Planning
BH0800,EM030,CL038,2024-04-28,3.0,20000,Fieldwork
