record_id,lawyer_id,case_id,date,hours,hourly_rate
BH0499,LW002,CS0171,2024-04-02,6.3,15000
BH0500,LW003,CS0057,2024-08-29,8.2,10000
BH0501,LW024,CS0041,2024-12-16,8.2,10000
BH0502,LW019,CS0062,2024-07-31,4.6,50000
BH0503,LW016,CS0118,2024-08-25,4.4,50000
BH0504,LW011,CS0196,2024-08-21,3.7,25000
BH0505,LW012,CS0077,2024-06-18,5.7,10000
BH0506,LW007,CS0065,2024-09-15,1.4,25000
BH0507,LW023,CS0065,2024-04-13,3.5,10000
BH0508,LW004,CS0013,2024-03-12,3.7,15000
BH0509,LW019,CS0081,2024-07-09,2.2,10000
BH0510,LW018,CS0159,2024-03-10,2.1,15000
BH0511,LW007,CS0168,2024-02-12,2.2,10000
BH0512,LW010,CS0168,2024-09-23,3.2,10000
BH0513,LW015,CS0006,2024-03-14,3.7,10000
BH0514,LW014,CS0036,2024-08-04,0.6,50000
BH0515,LW010,CS0184,2024-02-24,3.2,10000
BH0516,LW024,CS0077,2024-06-05,7.4,50000
BH0517,LW014,CS0041,2024-02-24,8.4,50000
BH0518,LW010,CS0144,2024-05-05,6.7,25000
BH0519,LW022,CS0035,2024-08-20,6.4,50000
BH0520,LW008,CS0014,2024-03-30,5.5,10000
BH0521,LW014,CS0146,2024-06-16,7.5,15000
BH0522,LW012,CS0043,2024-12-07,0.8,15000
BH0523,LW024,CS0199,2024-07-03,4.8,15000
BH0524,LW015,CS0119,2024-02-27,1.9,15000
BH0525,LW018,CS0068,2024-09-28,8.9,10000
BH0526,LW019,CS0172,2024-10-28,8.6,25000
BH0527,LW020,CS0092,2024-02-12,3.8,25000
BH0528,LW020,CS0150,2024-02-04,6.9,25000
BH0529,LW011,CS0101,2024-12-02,9.0,25000
BH0530,LW014,CS0065,2024-06-13,1.7,10000
BH0531,LW001,CS0067,2024-02-07,8.7,15000
BH0532,LW010,CS0040,2024-09-26,3.7,25000
BH0533,LW011,CS0066,2024-09-09,8.1,10000
BH0534,LW017,CS0151,2024-08-28,7.0,25000
BH0535,LW025,CS0012,2024-03-04,8.1,25000
BH0536,LW013,CS0116,2024-01-23,6.9,15000
BH0537,LW014,CS0126,2024-03-14,6.9,25000
BH0538,LW002,CS0191,2024-03-06,8.2,10000
BH0539,LW002,CS0177,2024-06-07,6.2,50000
BH0540,LW016,CS0183,2024-01-17,7.5,50000
BH0541,LW008,CS0070,2024-12-24,7.7,10000
BH0542,LW022,CS0064,2024-02-24,4.0,15000
BH0543,LW022,CS0077,2024-01-07,6.8,15000
BH0544,LW022,CS0191,2024-02-14,3.8,25000
BH0545,LW012,CS0124,2024-06-14,7.7,50000
BH0546,LW012,CS0074,2024-11-27,2.0,15000
BH0547,LW005,CS0195,2024-10-14,6.9,50000
BH0548,LW022,CS0129,2024-06-22,8.3,25000
BH0549,LW022,CS0014,2024-08-04,8.2,50000
BH0550,LW017,CS0131,2024-02-05,3.5,50000
BH0551,LW004,CS0178,2024-06-15,3.6,50000
BH0552,LW022,CS0107,2024-02-11,7.8,50000
BH0553,LW018,CS0150,2024-06-03,8.8,15000
BH0554,LW014,CS0192,2024-05-02,3.8,50000
BH0555,LW021,CS0004,2024-06-23,5.3,25000
BH0556,LW011,CS0031,2024-12-22,4.0,10000
BH0557,LW008,CS0054,2024-10-27,3.3,15000
BH0558,LW006,CS0034,2024-05-13,8.2,10000
BH0559,LW017,CS0039,2024-07-10,3.9,50000
BH0560,LW003,CS0152,2024-03-06,1.2,15000
BH0561,LW021,CS0182,2024-08-07,8.2,50000
BH0562,LW024,CS0080,2024-10-12,7.6,50000
BH0563,LW019,CS0125,2024-10-10,3.1,50000
BH0564,LW019,CS0193,2024-09-16,5.8,50000
BH0565,LW024,CS0051,2024-02-13,5.4,15000
BH0566,LW002,CS0089,2024-03-23,4.7,10000
BH0567,LW009,CS0182,2024-04-14,3.8,15000
BH0568,LW006,CS0196,2024-06-26,7.4,10000
BH0569,LW014,CS0065,2024-03-09,2.5,10000
BH0570,LW005,CS0124,2024-05-24,3.9,10000
BH0571,LW004,CS0125,2024-07-18,2.2,10000
BH0572,LW025,CS0156,2024-02-16,5.4,50000
BH0573,LW008,CS0120,2024-12-15,6.0,25000
BH0574,LW022,CS0089,2024-04-25,7.4,10000
BH0575,LW014,CS0039,2024-03-29,2.1,50000
BH0576,LW007,CS0090,2024-08-01,4.5,25000
BH0577,LW016,CS0117,2024-07-10,3.8,25000
BH0578,LW006,CS0197,2024-11-07,4.9,10000
BH0579,LW001,CS0077,2024-01-05,7.6,10000
BH0580,LW007,CS0191,2024-03-22,4.5,10000
BH0581,LW007,CS0193,2024-03-06,3.1,15000
BH0582,LW023,CS0114,2024-06-04,7.9,50000
BH0583,LW007,CS0192,2024-06-15,1.6,15000
BH0584,LW011,CS0106,2024-02-11,1.5,15000
BH0585,LW001,CS0063,2024-10-03,0.5,50000
BH0586,LW022,CS0181,2024-10-25,3.3,50000
BH0587,LW005,CS0170,2024-02-04,5.3,15000
BH0588,LW021,CS0171,2024-02-02,6.5,10000
BH0589,LW021,CS0042,2024-09-14,7.0,50000
BH0590,LW016,CS0155,2024-01-16,7.4,15000
BH0591,LW021,CS0101,2024-08-05,3.8,15000
BH0592,LW013,CS0167,2024-11-11,3.1,15000
BH0593,LW017,CS0019,2024-11-28,2.6,50000
BH0594,LW011,CS0149,2024-09-20,2.9,10000
BH0595,LW007,CS0052,2024-12-16,4.7,10000
BH0596,LW023,CS0045,2024-12-07,6.1,25000
BH0597,LW001,CS0058,2024-09-08,3.6,25000
BH0598,LW021,CS0177,2024-04-11,6.2,10000
BH0599,LW022,CS0052,2024-03-20,6.5,25000
BH0600,LW005,CS0177,2024-08-17,8.6,25000
BH0601,LW014,CS0116,2024-02-20,5.4,25000
BH0602,LW002,CS0188,2024-05-07,1.0,50000
BH0603,LW017,CS0117,2024-10-11,1.0,10000
BH0604,LW005,CS0180,2024-07-22,3.3,25000
BH0605,LW020,CS0075,2024-10-04,5.6,25000
BH0606,LW006,CS0186,2024-11-02,8.6,15000
BH0607,LW017,CS0129,2024-03-27,8.2,10000
BH0608,LW011,CS0031,2024-05-21,5.5,50000
BH0609,LW016,CS0106,2024-05-17,5.4,15000
BH0610,LW013,CS0186,2024-02-13,4.0,25000
BH0611,LW015,CS0106,2024-06-26,1.7,15000
BH0612,LW005,CS0181,2024-07-17,1.4,25000
BH0613,LW022,CS0069,2024-12-28,8.4,10000
BH0614,LW005,CS0145,2024-06-05,5.3,25000
BH0615,LW019,CS0200,2024-05-31,2.1,25000
BH0616,LW024,CS0082,2024-08-22,4.6,50000
BH0617,LW013,CS0020,2024-05-01,8.3,50000
BH0618,LW011,CS0161,2024-06-23,0.6,10000
BH0619,LW023,CS0150,2024-02-16,6.4,25000
BH0620,LW024,CS0103,2024-08-15,4.9,15000
BH0621,LW007,CS0145,2024-12-22,6.0,25000
BH0622,LW025,CS0152,2024-04-06,3.8,10000
BH0623,LW004,CS0149,2024-05-25,1.2,50000
BH0624,LW001,CS0107,2024-07-15,1.4,25000
BH0625,LW022,CS0059,2024-07-28,0.8,50000
BH0626,LW018,CS0011,2024-08-12,1.7,15000
BH0627,LW001,CS0058,2024-11-20,6.6,10000
BH0628,LW003,CS0041,2024-01-06,6.9,50000
BH0629,LW013,CS0123,2024-08-07,8.8,50000
BH0630,LW006,CS0005,2024-04-12,6.0,15000
BH0631,LW010,CS0199,2024-05-08,4.8,50000
BH0632,LW012,CS0108,2024-09-04,0.5,10000
BH0633,LW019,CS0162,2024-12-22,0.5,50000
BH0634,LW022,CS0084,2024-09-08,7.3,15000
BH0635,LW019,CS0105,2024-09-07,4.6,25000
BH0636,LW009,CS0101,2024-08-18,2.2,15000
BH0637,LW003,CS0101,2024-05-08,6.7,10000
BH0638,LW019,CS0191,2024-06-23,2.8,50000
BH0639,LW018,CS0168,2024-09-29,4.7,15000
BH0640,LW023,CS0170,2024-01-26,6.9,50000
BH0641,LW018,CS0032,2024-01-30,7.7,25000
BH0642,LW007,CS0025,2024-03-10,8.7,15000
BH0643,LW014,CS0108,2024-03-06,3.2,50000
BH0644,LW025,CS0131,2024-01-25,6.3,25000
BH0645,LW017,CS0014,2024-06-05,0.6,10000
BH0646,LW025,CS0076,2024-07-16,1.5,25000
BH0647,LW020,CS0120,2024-01-07,0.8,10000
BH0648,LW019,CS0172,2024-01-29,8.7,10000
BH0649,LW015,CS0054,2024-09-22,4.8,25000
BH0650,LW009,CS0101,2024-08-13,8.3,15000
BH0651,LW021,CS0080,2024-09-11,2.9,50000
BH0652,LW025,CS0147,2024-04-28,7.5,10000
BH0653,LW018,CS0155,2024-05-21,1.4,10000
BH0654,LW019,CS0136,2024-06-11,8.5,50000
BH0655,LW016,CS0018,2024-09-25,2.4,10000
BH0656,LW007,CS0004,2024-06-28,3.0,25000
BH0657,LW021,CS0182,2024-03-30,3.5,10000
BH0658,LW004,CS0023,2024-10-25,6.1,15000
BH0659,LW025,CS0091,2024-11-03,3.1,10000
BH0660,LW019,CS0076,2024-03-26,6.1,25000
BH0661,LW003,CS0047,2024-06-09,5.3,10000
BH0662,LW024,CS0175,2024-04-26,7.0,15000
BH0663,LW008,CS0143,2024-10-04,6.5,50000
BH0664,LW015,CS0100,2024-08-08,0.8,50000
BH0665,LW006,CS0187,2024-09-25,5.4,25000
BH0666,LW003,CS0052,2024-06-07,0.6,15000
BH0667,LW019,CS0157,2024-08-28,5.2,50000
BH0668,LW010,CS0075,2024-12-08,6.4,15000
BH0669,LW001,CS0136,2024-02-21,4.8,50000
BH0670,LW008,CS0042,2024-12-19,6.9,15000
BH0671,LW021,CS0160,2024-12-16,7.5,10000
BH0672,LW006,CS0099,2024-07-14,2.6,15000
BH0673,LW001,CS0121,2024-03-03,3.5,25000
BH0674,LW018,CS0021,2024-10-09,3.3,15000
BH0675,LW008,CS0027,2024-02-09,7.4,50000
BH0676,LW002,CS0088,2024-08-12,7.5,50000
BH0677,LW015,CS0127,2024-02-06,5.5,15000
BH0678,LW025,CS0009,2024-04-26,1.0,15000
BH0679,LW017,CS0114,2024-06-12,7.3,25000
BH0680,LW002,CS0092,2024-09-14,5.8,15000
BH0681,LW008,CS0174,2024-01-07,2.3,10000
BH0682,LW013,CS0113,2024-09-07,5.0,10000
BH0683,LW020,CS0165,2024-03-27,2.8,50000
BH0684,LW022,CS0045,2024-07-12,3.3,50000
BH0685,LW003,CS0049,2024-07-26,2.9,50000
BH0686,LW016,CS0067,2024-12-23,3.6,25000
BH0687,LW011,CS0059,2024-08-19,3.5,15000
BH0688,LW012,CS0114,2024-06-02,8.8,25000
BH0689,LW022,CS0133,2024-09-29,1.7,25000
BH0690,LW005,CS0185,2024-08-02,6.1,10000
BH0691,LW023,CS0029,2024-09-23,3.6,10000
BH0692,LW025,CS0027,2024-02-27,3.2,50000
BH0693,LW016,CS0064,2024-04-28,5.1,25000
BH0694,LW003,CS0082,2024-08-23,4.1,50000
BH0695,LW016,CS0010,2024-11-28,3.6,50000
BH0696,LW025,CS0137,2024-01-05,8.7,15000
BH0697,LW017,CS0189,2024-04-17,8.9,15000
BH0698,LW009,CS0112,2024-06-14,6.5,15000
BH0699,LW025,CS0125,2024-06-12,4.8,50000
BH0700,LW002,CS0064,2024-11-16,3.0,25000
BH0701,LW013,CS0052,2024-12-18,2.5,15000
BH0702,LW025,CS0139,2024-10-22,1.8,25000
BH0703,LW020,CS0093,2024-03-11,2.9,25000
BH0704,LW015,CS0014,2024-06-22,1.2,25000
BH0705,LW024,CS0121,2024-09-28,8.5,15000
BH0706,LW013,CS0050,2024-10-01,5.1,15000
BH0707,LW006,CS0069,2024-12-12,6.8,15000
BH0708,LW015,CS0023,2024-07-12,1.4,50000
BH0709,LW025,CS0042,2024-12-18,4.8,50000
BH0710,LW019,CS0119,2024-05-08,4.6,15000
BH0711,LW007,CS0162,2024-08-28,0.7,25000
BH0712,LW021,CS0072,2024-08-28,5.3,50000
BH0713,LW025,CS0178,2024-04-04,4.0,10000
BH0714,LW019,CS0049,2024-03-03,7.3,15000
BH0715,LW006,CS0186,2024-10-19,8.6,10000
BH0716,LW025,CS0183,2024-03-30,8.4,15000
BH0717,LW005,CS0131,2024-12-22,0.5,50000
BH0718,LW006,CS0090,2024-05-03,6.3,25000
BH0719,LW024,CS0025,2024-09-13,3.6,25000
BH0720,LW012,CS0072,2024-02-02,7.7,15000
BH0721,LW011,CS0138,2024-09-28,8.0,15000
BH0722,LW003,CS0067,2024-01-02,0.9,15000
BH0723,LW012,CS0103,2024-04-25,0.7,15000
BH0724,LW017,CS0039,2024-08-08,4.5,25000
BH0725,LW022,CS0078,2024-11-09,0.6,50000
BH0726,LW019,CS0194,2024-10-06,8.6,25000
BH0727,LW015,CS0026,2024-08-06,7.5,50000
BH0728,LW021,CS0036,2024-02-17,2.2,25000
BH0729,LW002,CS0135,2024-08-01,2.0,50000
BH0730,LW018,CS0081,2024-07-16,3.0,15000
BH0731,LW010,CS0113,2024-07-16,0.9,15000
BH0732,LW007,CS0006,2024-10-22,1.9,25000
BH0733,LW018,CS0113,2024-03-31,4.9,25000
BH0734,LW013,CS0120,2024-12-06,2.3,15000
BH0735,LW003,CS0102,2024-04-13,2.6,25000
BH0736,LW013,CS0011,2024-02-22,4.5,50000
BH0737,LW005,CS0132,2024-01-08,2.5,15000
BH0738,LW023,CS0104,2024-06-08,5.7,25000
BH0739,LW022,CS0128,2024-05-24,5.4,10000
BH0740,LW014,CS0062,2024-05-10,7.8,15000
BH0741,LW022,CS0009,2024-04-27,8.5,10000
BH0742,LW023,CS0177,2024-02-20,3.8,15000
BH0743,LW025,CS0097,2024-08-08,2.0,15000
BH0744,LW017,CS0071,2024-07-04,7.6,25000
BH0745,LW003,CS0075,2024-01-02,5.0,25000
BH0746,LW015,CS0158,2024-07-12,1.8,25000
BH0747,LW003,CS0196,2024-02-23,5.9,25000
BH0748,LW017,CS0110,2024-02-10,0.8,50000
BH0749,LW024,CS0012,2024-12-03,7.2,15000
BH0750,LW013,CS0002,2024-05-31,4.1,10000
BH0751,LW021,CS0027,2024-08-14,2.7,25000
BH0752,LW007,CS0131,2024-11-20,5.8,50000
BH0753,LW005,CS0080,2024-05-22,1.1,10000
BH0754,LW014,CS0100,2024-11-16,4.7,25000
BH0755,LW011,CS0121,2024-04-23,7.7,15000
BH0756,LW003,CS0111,2024-06-27,1.0,15000
BH0757,LW022,CS0071,2024-03-19,8.1,15000
BH0758,LW012,CS0069,2024-05-10,7.7,10000
BH0759,LW015,CS0020,2024-02-04,6.0,10000
BH0760,LW022,CS0119,2024-03-28,5.7,25000
BH0761,LW001,CS0044,2024-05-04,6.1,10000
BH0762,LW012,CS0164,2024-01-16,7.6,50000
BH0763,LW015,CS0025,2024-05-09,5.1,15000
BH0764,LW008,CS0169,2024-04-11,7.1,50000
BH0765,LW025,CS0021,2024-05-10,4.4,25000
BH0766,LW012,CS0066,2024-02-03,2.0,15000
BH0767,LW010,CS0193,2024-10-23,2.0,10000
BH0768,LW006,CS0130,2024-12-09,8.2,10000
BH0769,LW012,CS0168,2024-04-02,0.9,25000
BH0770,LW005,CS0029,2024-08-13,7.9,10000
BH0771,LW004,CS0041,2024-08-01,5.7,15000
BH0772,LW011,CS0012,2024-06-16,7.0,50000
BH0773,LW024,CS0059,2024-12-30,1.7,10000
BH0774,LW008,CS0154,2024-05-31,2.5,15000
BH0775,LW023,CS0193,2024-03-27,3.6,15000
BH0776,LW016,CS0065,2024-11-03,3.9,15000
BH0777,LW008,CS0144,2024-04-27,4.8,25000
BH0778,LW010,CS0013,2024-12-13,7.6,50000
BH0779,LW021,CS0101,2024-06-30,2.7,25000
BH0780,LW005,CS0188,2024-10-14,6.9,10000
BH0781,LW007,CS0058,2024-01-14,4.9,25000
BH0782,LW004,CS0074,2024-10-11,4.0,15000
BH0783,LW005,CS0152,2024-11-28,0.9,25000
BH0784,LW001,CS0086,2024-01-30,6.9,25000
BH0785,LW022,CS0131,2024-09-10,6.1,25000
BH0786,LW019,CS0008,2024-06-10,1.5,15000
BH0787,LW007,CS0120,2024-09-06,1.9,10000
BH0788,LW020,CS0014,2024-09-04,2.7,25000
BH0789,LW016,CS0147,2024-12-19,2.5,10000
BH0790,LW023,CS0019,2024-08-29,1.6,25000
BH0791,LW023,CS0003,2024-01-16,2.2,25000
BH0792,LW012,CS0101,2024-09-27,6.3,25000
BH0793,LW017,CS0102,2024-06-17,6.2,50000
BH0794,LW025,CS0054,2024-09-02,3.0,25000
BH0795,LW020,CS0097,2024-07-26,3.7,10000
BH0796,LW015,CS0035,2024-04-22,3.8,10000
BH0797,LW025,CS0075,2024-08-28,2.7,15000
BH0798,LW001,CS0143,2024-02-24,5.1,15000
BH0799,LW014,CS0133,2024-10-31,2.3,15000
BH0800,LW012,CS0034,2024-09-30,6.3,25000
BH0801,LW001,CS0079,2024-04-20,5.4,25000
BH0802,LW004,CS0103,2024-01-10,1.7,25000
BH0803,LW016,CS0113,2024-07-10,1.6,50000
BH0804,LW014,CS0144,2024-05-28,8.6,10000
BH0805,LW007,CS0171,2024-02-20,4.1,50000
BH0806,LW016,CS0134,2024-02-05,4.4,15000
BH0807,LW009,CS0166,2024-10-10,1.1,25000
BH0808,LW008,CS0125,2024-07-16,8.0,15000
BH0809,LW020,CS0132,2024-04-27,6.9,15000
BH0810,LW001,CS0054,2024-11-15,7.0,25000
BH0811,LW008,CS0154,2024-07-06,1.7,50000
BH0812,LW002,CS0134,2024-11-30,5.1,25000
BH0813,LW007,CS0047,2024-11-03,7.3,50000
BH0814,LW008,CS0075,2024-12-26,7.9,10000
BH0815,LW003,CS0066,2024-11-13,7.4,50000
BH0816,LW024,CS0078,2024-08-21,8.8,25000
BH0817,LW024,CS0126,2024-04-13,6.2,50000
BH0818,LW015,CS0010,2024-05-21,7.0,10000
BH0819,LW019,CS0107,2024-08-22,5.0,25000
BH0820,LW012,CS0100,2024-06-21,5.4,50000
BH0821,LW008,CS0157,2024-07-16,1.3,10000
BH0822,LW022,CS0052,2024-12-17,2.6,25000
BH0823,LW016,CS0053,2024-07-24,5.1,10000
BH0824,LW002,CS0133,2024-01-11,3.0,10000
BH0825,LW023,CS0173,2024-09-11,8.7,25000
BH0826,LW014,CS0160,2024-11-23,2.9,15000
BH0827,LW002,CS0122,2024-12-31,8.3,10000
BH0828,LW022,CS0129,2024-12-04,7.2,50000
BH0829,LW022,CS0117,2024-02-04,6.3,50000
BH0830,LW019,CS0151,2024-02-21,3.8,50000
BH0831,LW006,CS0060,2024-07-29,2.6,10000
BH0832,LW004,CS0009,2024-05-15,5.1,25000
BH0833,LW015,CS0143,2024-12-31,4.1,10000
BH0834,LW005,CS0099,2024-06-16,7.4,15000
BH0835,LW018,CS0018,2024-10-10,8.7,10000
BH0836,LW006,CS0126,2024-10-14,5.8,25000
BH0837,LW021,CS0043,2024-05-12,5.4,10000
BH0838,LW020,CS0104,2024-01-14,5.9,25000
BH0839,LW004,CS0185,2024-12-22,3.5,25000
BH0840,LW012,CS0050,2024-08-26,6.6,10000
BH0841,LW023,CS0072,2024-04-19,4.4,50000
BH0842,LW007,CS0032,2024-09-28,3.2,50000
BH0843,LW016,CS0006,2024-09-09,7.5,50000
BH0844,LW025,CS0160,2024-05-10,2.7,10000
BH0845,LW009,CS0192,2024-06-05,0.5,10000
BH0846,LW024,CS0188,2024-05-19,0.8,50000
BH0847,LW012,CS0106,2024-01-24,1.8,10000
BH0848,LW002,CS0187,2024-08-04,3.2,10000
BH0849,LW015,CS0197,2024-11-06,4.6,50000
BH0850,LW017,CS0190,2024-03-23,2.0,25000
BH0851,LW024,CS0079,2024-03-19,4.4,15000
BH0852,LW024,CS0069,2024-05-12,9.0,50000
BH0853,LW019,CS0190,2024-11-02,1.8,25000
BH0854,LW004,CS0165,2024-11-01,4.6,15000
BH0855,LW014,CS0105,2024-11-19,7.5,25000
BH0856,LW009,CS0115,2024-07-06,4.8,50000
BH0857,LW018,CS0180,2024-12-07,8.7,15000
BH0858,LW022,CS0124,2024-02-04,8.2,25000
BH0859,LW007,CS0151,2024-12-22,1.7,10000
BH0860,LW014,CS0178,2024-09-10,4.4,25000
BH0861,LW007,CS0183,2024-07-24,0.5,10000
BH0862,LW016,CS0075,2024-04-24,6.5,25000
BH0863,LW002,CS0041,2024-06-28,3.7,10000
BH0864,LW002,CS0076,2024-03-02,2.2,10000
BH0865,LW014,CS0175,2024-07-22,7.7,50000
BH0866,LW012,CS0038,2024-09-02,7.1,10000
BH0867,LW015,CS0029,2024-03-20,8.0,50000
BH0868,LW004,CS0113,2024-08-08,2.3,25000
BH0869,LW001,CS0106,2024-05-31,2.0,50000
BH0870,LW006,CS0146,2024-11-07,8.3,25000
BH0871,LW007,CS0132,2024-10-07,5.8,50000
BH0872,LW024,CS0105,2024-08-24,3.9,15000
BH0873,LW015,CS0009,2024-03-14,6.8,25000
BH0874,LW008,CS0019,2024-07-21,5.9,15000
BH0875,LW019,CS0018,2024-06-12,4.8,50000
BH0876,LW009,CS0124,2024-03-05,3.4,10000
BH0877,LW010,CS0099,2024-08-27,8.9,15000
BH0878,LW021,CS0012,2024-12-15,2.2,10000
BH0879,LW013,CS0178,2024-02-25,3.2,25000
BH0880,LW002,CS0170,2024-04-04,3.8,10000
BH0881,LW008,CS0066,2024-01-16,6.5,50000
BH0882,LW008,CS0024,2024-03-10,1.8,10000
BH0883,LW023,CS0111,2024-07-15,4.2,50000
BH0884,LW011,CS0074,2024-12-01,0.5,15000
BH0885,LW024,CS0163,2024-04-01,2.9,10000
BH0886,LW023,CS0106,2024-10-16,2.9,25000
BH0887,LW008,CS0180,2024-03-26,8.5,50000
BH0888,LW003,CS0120,2024-10-08,6.2,25000
BH0889,LW018,CS0018,2024-05-02,8.8,10000
BH0890,LW011,CS0116,2024-04-24,2.1,15000
BH0891,LW013,CS0199,2024-08-15,7.8,50000
BH0892,LW010,CS0092,2024-06-19,7.6,15000
BH0893,LW014,CS0029,2024-06-10,1.5,50000
BH0894,LW001,CS0189,2024-06-27,6.2,50000
BH0895,LW001,CS0094,2024-03-21,5.8,25000
BH0896,LW002,CS0144,2024-07-23,5.0,25000
BH0897,LW010,CS0024,2024-03-05,7.1,25000
BH0898,LW022,CS0151,2024-10-25,7.6,50000
BH0899,LW021,CS0045,2024-06-11,5.3,15000
BH0900,LW013,CS0064,2024-06-09,4.2,10000
BH0901,LW013,CS0191,2024-01-08,6.7,50000
BH0902,LW013,CS0036,2024-01-08,8.2,50000
BH0903,LW013,CS0066,2024-01-08,6.4,50000
BH0904,LW013,CS0060,2024-01-16,6.9,50000
BH0905,LW013,CS0194,2024-01-16,7.2,50000
BH0906,LW013,CS0110,2024-01-16,7.7,50000
BH0907,LW013,CS0111,2024-02-06,7.6,50000
BH0908,LW013,CS0168,2024-02-06,5.5,50000
BH0909,LW013,CS0153,2024-02-06,8.2,50000
BH0910,LW013,CS0068,2024-02-13,7.8,50000
BH0911,LW013,CS0142,2024-02-13,7.4,50000
BH0912,LW013,CS0035,2024-02-13,6.8,50000
BH0913,LW013,CS0187,2024-03-05,6.8,50000
BH0914,LW013,CS0046,2024-03-05,6.2,50000
BH0915,LW013,CS0046,2024-03-05,7.1,50000
BH0916,LW013,CS0065,2024-03-07,6.5,50000
BH0917,LW013,CS0068,2024-03-07,7.4,50000
BH0918,LW013,CS0102,2024-03-07,8.6,50000
BH0919,LW013,CS0148,2024-03-16,7.0,50000
BH0920,LW013,CS0061,2024-03-16,7.3,50000
BH0921,LW013,CS0050,2024-03-16,7.8,50000
BH0922,LW013,CS0034,2024-04-05,5.3,50000
BH0923,LW013,CS0167,2024-04-05,7.5,50000
BH0924,LW013,CS0119,2024-04-05,6.6,50000
BH0925,LW013,CS0185,2024-04-19,6.7,50000
BH0926,LW013,CS0012,2024-04-19,5.9,50000
BH0927,LW013,CS0128,2024-04-19,8.2,50000
BH0928,LW013,CS0114,2024-04-25,7.6,50000
BH0929,LW013,CS0041,2024-04-25,7.9,50000
BH0930,LW013,CS0189,2024-04-25,8.5,50000
BH0931,LW013,CS0195,2024-04-28,8.2,50000
BH0932,LW013,CS0052,2024-04-28,7.8,50000
BH0933,LW013,CS0162,2024-04-28,6.5,50000
BH0934,LW013,CS0184,2024-05-12,7.6,50000
BH0935,LW013,CS0181,2024-05-12,7.4,50000
BH0936,LW013,CS0186,2024-05-12,7.0,50000
BH0937,LW013,CS0159,2024-05-14,5.2,50000
BH0938,LW013,CS0180,2024-05-14,7.4,50000
BH0939,LW013,CS0092,2024-05-14,7.3,50000
BH0940,LW013,CS0146,2024-05-21,6.4,50000
BH0941,LW013,CS0076,2024-05-21,5.8,50000
BH0942,LW013,CS0176,2024-05-21,7.2,50000
BH0943,LW013,CS0058,2024-05-28,5.7,50000
BH0944,LW013,CS0110,2024-05-28,7.6,50000
BH0945,LW013,CS0143,2024-05-28,8.2,50000
BH0946,LW013,CS0178,2024-05-30,5.2,50000
BH0947,LW013,CS0113,2024-05-30,8.3,50000
BH0948,LW013,CS0166,2024-05-30,5.4,50000
BH0949,LW013,CS0001,2024-08-08,5.5,50000
BH0950,LW013,CS0080,2024-08-08,5.5,50000
BH0951,LW013,CS0078,2024-08-08,8.6,50000
BH0952,LW013,CS0145,2024-08-18,7.4,50000
BH0953,LW013,CS0020,2024-08-18,8.8,50000
BH0954,LW013,CS0134,2024-08-18,6.5,50000
BH0955,LW013,CS0010,2024-09-29,5.0,50000
BH0956,LW013,CS0086,2024-09-29,5.6,50000
BH0957,LW013,CS0144,2024-09-29,8.9,50000
BH0958,LW013,CS0133,2024-11-07,8.3,50000
BH0959,LW013,CS0058,2024-11-07,7.7,50000
BH0960,LW013,CS0076,2024-11-07,8.2,50000
BH0961,LW013,CS0097,2024-11-24,7.0,50000
BH0962,LW013,CS0041,2024-11-24,8.0,50000
BH0963,LW013,CS0067,2024-11-24,6.7,50000
BH0964,LW013,CS0056,2024-11-29,6.0,50000
BH0965,LW013,CS0151,2024-11-29,5.9,50000
BH0966,LW013,CS0198,2024-11-29,6.0,50000
BH0967,LW013,CS0074,2024-12-07,6.7,50000
BH0968,LW013,CS0165,2024-12-07,6.4,50000
BH0969,LW013,CS0010,2024-12-07,6.3,50000
BH0970,LW013,CS0118,2024-12-16,5.3,50000
BH0971,LW013,CS0195,2024-12-16,5.2,50000
BH0972,LW013,CS0002,2024-12-16,7.6,50000
