transaction_id,account_id,date,type,amount,channel
TX00453,AC0227,2024-02-13,transfer,64216.73,ATM
TX00454,AC0212,2024-04-26,deposit,19409.18,Branch
TX00455,AC0272,2024-11-28,deposit,51687.35,Branch
TX00456,AC0488,2024-03-22,deposit,33664.62,Branch
TX00457,AC0017,2024-05-07,deposit,19141.86,Branch
TX00458,AC0465,2024-07-26,transfer,84882.03,Mobile App
TX00459,AC0189,2024-08-04,withdrawal,93624.51,Branch
TX00460,AC0227,2024-10-29,withdrawal,56109.48,Mobile App
TX00461,AC0432,2024-03-29,withdrawal,38066.54,ATM
TX00462,AC0071,2024-05-08,transfer,65410.64,ATM
TX00463,AC0023,2024-10-11,deposit,115488.95,ATM
TX00464,AC0020,2024-04-16,deposit,121011.46,Mobile App
TX00465,AC0284,2024-04-27,deposit,67674.2,Branch
TX00466,AC0391,2024-02-16,transfer,24700.22,ATM
TX00467,AC0279,2024-01-07,deposit,121944.26,Branch
TX00468,AC0230,2024-02-24,deposit,89115.73,ATM
TX00469,AC0499,2024-06-24,deposit,69786.57,Online
TX00470,AC0261,2024-01-22,transfer,68217.99,Online
TX00471,AC0028,2024-08-24,withdrawal,50154.82,ATM
TX00472,AC0417,2024-05-27,withdrawal,145510.41,Branch
TX00473,AC0252,2024-06-02,withdrawal,120253.48,Online
TX00474,AC0059,2024-12-26,withdrawal,4206.13,Mobile App
TX00475,AC0094,2024-06-27,withdrawal,67299.56,Mobile App
TX00476,AC0306,2024-05-09,transfer,4937.76,ATM
TX00477,AC0288,2024-01-03,withdrawal,30245.24,Online
TX00478,AC0311,2024-07-25,deposit,123476.52,Mobile App
TX00479,AC0473,2024-05-10,transfer,133500.66,Mobile App
TX00480,AC0422,2024-03-17,deposit,53308.44,ATM
TX00481,AC0269,2024-05-03,deposit,105071.85,Mobile App
TX00482,AC0010,2024-01-17,deposit,146983.51,Mobile App
TX00483,AC0213,2024-08-05,deposit,46934.89,Branch
TX00484,AC0321,2024-10-28,deposit,113386.86,ATM
TX00485,AC0026,2024-08-16,transfer,100147.21,ATM
TX00486,AC0468,2024-05-09,deposit,3437.35,Branch
TX00487,AC0300,2024-04-30,deposit,123171.84,Branch
TX00488,AC0294,2024-01-02,withdrawal,37768.93,ATM
TX00489,AC0163,2024-03-29,deposit,38700.49,ATM
TX00490,AC0414,2024-10-28,withdrawal,97164.32,Mobile App
TX00491,AC0476,2024-07-21,transfer,96012.8,ATM
TX00492,AC0102,2024-08-25,transfer,102930.78,Mobile App
TX00493,AC0196,2024-11-04,withdrawal,15757.29,Mobile App
TX00494,AC0490,2024-02-20,deposit,32834.4,Branch
TX00495,AC0488,2024-01-26,transfer,72243.84,Branch
TX00496,AC0128,2024-04-29,deposit,114448.17,Mobile App
TX00497,AC0094,2024-04-17,withdrawal,87638.16,ATM
TX00498,AC0313,2024-08-16,deposit,10515.84,Branch
TX00499,AC0085,2024-08-08,deposit,4432.89,Mobile App
TX00500,AC0027,2024-09-20,transfer,123062.15,Online
TX00501,AC0055,2024-02-15,transfer,8710.91,Online
TX00502,AC0339,2024-12-06,deposit,94808.28,Branch
TX00503,AC0049,2024-10-06,deposit,35664.0,Mobile App
TX00504,AC0462,2024-03-16,deposit,12983.37,Mobile App
TX00505,AC0493,2024-01-12,withdrawal,139206.6,ATM
TX00506,AC0418,2024-02-06,transfer,134177.46,Branch
TX00507,AC0274,2024-03-11,deposit,113795.98,Mobile App
TX00508,AC0485,2024-07-01,withdrawal,85877.6,Mobile App
TX00509,AC0498,2024-09-16,withdrawal,65931.34,ATM
TX00510,AC0277,2024-03-29,deposit,121874.61,Branch
TX00511,AC0277,2024-01-24,transfer,71408.99,Mobile App
TX00512,AC0342,2024-02-17,deposit,126396.76,Mobile App
TX00513,AC0289,2024-02-13,withdrawal,89554.22,ATM
TX00514,AC0392,2024-11-27,deposit,140155.23,Mobile App
TX00515,AC0346,2024-10-29,withdrawal,118823.76,Mobile App
TX00516,AC0287,2024-09-15,deposit,69772.18,Mobile App
TX00517,AC0297,2024-12-09,transfer,99855.22,ATM
TX00518,AC0137,2024-01-23,withdrawal,34785.92,ATM
TX00519,AC0133,2024-02-15,transfer,17317.7,Mobile App
TX00520,AC0023,2024-09-10,withdrawal,26965.88,Branch
TX00521,AC0346,2024-12-19,withdrawal,50329.38,Mobile App
TX00522,AC0182,2024-02-24,transfer,87364.55,Mobile App
TX00523,AC0094,2024-05-29,deposit,132772.74,Mobile App
TX00524,AC0360,2024-11-23,withdrawal,125345.45,Mobile App
TX00525,AC0197,2024-10-06,withdrawal,108193.06,Mobile App
TX00526,AC0014,2024-05-16,transfer,76999.24,Online
TX00527,AC0034,2024-08-15,deposit,23365.91,Branch
TX00528,AC0053,2024-07-16,deposit,24391.18,Branch
TX00529,AC0297,2024-05-04,transfer,41644.98,Online
TX00530,AC0001,2024-09-14,withdrawal,40254.77,Mobile App
TX00531,AC0273,2024-12-22,withdrawal,92305.0,Mobile App
TX00532,AC0071,2024-05-12,transfer,72188.78,Mobile App
TX00533,AC0309,2024-10-21,deposit,64024.71,ATM
TX00534,AC0046,2024-06-02,deposit,32560.54,ATM
TX00535,AC0301,2024-05-07,withdrawal,99346.58,Online
TX00536,AC0421,2024-04-14,transfer,16640.09,Online
TX00537,AC0244,2024-07-27,deposit,51588.49,Online
TX00538,AC0023,2024-05-10,withdrawal,83665.92,ATM
TX00539,AC0206,2024-06-19,deposit,136546.46,Branch
TX00540,AC0465,2024-05-22,withdrawal,74591.0,Branch
TX00541,AC0064,2024-11-11,deposit,64623.2,ATM
TX00542,AC0447,2024-04-08,withdrawal,41403.21,Mobile App
TX00543,AC0206,2024-02-02,transfer,113463.02,Mobile App
TX00544,AC0460,2024-02-03,deposit,105179.09,ATM
TX00545,AC0280,2024-10-04,deposit,130011.66,Mobile App
TX00546,AC0427,2024-10-09,deposit,14986.27,ATM
TX00547,AC0227,2024-05-18,transfer,77787.25,ATM
TX00548,AC0404,2024-04-25,withdrawal,93570.85,Mobile App
TX00549,AC0321,2024-07-11,withdrawal,82114.3,Online
TX00550,AC0358,2024-10-24,transfer,104623.65,Mobile App
TX00551,AC0160,2024-09-16,transfer,85299.6,ATM
TX00552,AC0168,2024-06-23,withdrawal,146844.98,ATM
TX00553,AC0057,2024-03-04,deposit,108496.05,Online
TX00554,AC0030,2024-12-17,transfer,149205.26,Online
TX00555,AC0357,2024-07-14,deposit,53013.53,ATM
TX00556,AC0243,2024-02-10,transfer,102573.53,ATM
TX00557,AC0117,2024-11-01,transfer,31467.66,Branch
TX00558,AC0128,2024-07-29,deposit,15451.24,Branch
TX00559,AC0168,2024-07-09,deposit,57157.95,ATM
TX00560,AC0026,2024-01-13,withdrawal,121145.54,Branch
TX00561,AC0272,2024-10-24,withdrawal,27249.67,Branch
TX00562,AC0472,2024-07-11,transfer,102520.06,Branch
TX00563,AC0403,2024-10-12,transfer,64985.33,Mobile App
TX00564,AC0026,2024-06-16,transfer,39688.55,ATM
TX00565,AC0420,2024-06-08,withdrawal,63826.81,Branch
TX00566,AC0251,2024-08-14,withdrawal,80858.93,ATM
TX00567,AC0293,2024-08-18,withdrawal,115316.81,Online
TX00568,AC0099,2024-09-16,deposit,64060.14,Online
TX00569,AC0439,2024-07-08,withdrawal,119940.03,Mobile App
TX00570,AC0402,2024-03-07,deposit,115678.49,Branch
TX00571,AC0359,2024-05-28,deposit,16705.6,Branch
TX00572,AC0310,2024-11-07,withdrawal,34720.87,ATM
TX00573,AC0005,2024-12-21,transfer,24459.49,Online
TX00574,AC0061,2024-03-30,deposit,44469.79,Mobile App
TX00575,AC0220,2024-09-01,transfer,46937.13,Online
TX00576,AC0392,2024-06-10,deposit,58826.46,ATM
TX00577,AC0041,2024-03-31,withdrawal,106516.58,ATM
TX00578,AC0048,2024-07-09,withdrawal,80244.63,Mobile App
TX00579,AC0031,2024-01-04,deposit,16698.0,Mobile App
TX00580,AC0247,2024-12-30,transfer,148749.73,Online
TX00581,AC0101,2024-02-10,deposit,86887.02,Branch
TX00582,AC0228,2024-01-07,withdrawal,67194.25,Mobile App
TX00583,AC0406,2024-05-14,deposit,95969.81,Mobile App
TX00584,AC0039,2024-03-16,deposit,137968.5,ATM
TX00585,AC0105,2024-09-27,withdrawal,34706.73,Mobile App
TX00586,AC0176,2024-04-26,transfer,52185.03,Mobile App
TX00587,AC0444,2024-09-29,deposit,69450.04,Branch
TX00588,AC0499,2024-11-21,deposit,55590.12,Branch
TX00589,AC0486,2024-09-20,deposit,46809.56,ATM
TX00590,AC0344,2024-10-12,withdrawal,75767.67,Branch
TX00591,AC0186,2024-05-17,deposit,5199.61,Mobile App
TX00592,AC0131,2024-06-05,withdrawal,43138.44,Mobile App
TX00593,AC0174,2024-03-15,withdrawal,126903.74,ATM
TX00594,AC0058,2024-03-12,withdrawal,23547.49,Mobile App
TX00595,AC0147,2024-10-02,transfer,102484.73,ATM
TX00596,AC0231,2024-08-12,transfer,114741.51,Online
TX00597,AC0341,2024-05-30,deposit,73648.14,ATM
TX00598,AC0099,2024-10-11,transfer,102919.91,ATM
TX00599,AC0460,2024-08-31,withdrawal,107275.41,ATM
TX00600,AC0411,2024-02-04,transfer,144366.27,ATM
TX00601,AC0131,2024-06-17,withdrawal,5463.42,Online
TX00602,AC0167,2024-10-06,deposit,40381.42,Online
TX00603,AC0170,2024-04-27,withdrawal,2266.39,ATM
TX00604,AC0264,2024-02-05,transfer,66360.97,Branch
TX00605,AC0264,2024-02-04,transfer,52128.39,Online
TX00606,AC0143,2024-05-10,withdrawal,137560.07,Branch
TX00607,AC0134,2024-05-14,transfer,8496.34,Online
TX00608,AC0420,2024-09-30,withdrawal,103420.89,Mobile App
TX00609,AC0309,2024-11-13,withdrawal,67825.3,ATM
TX00610,AC0008,2024-11-24,withdrawal,36518.07,ATM
TX00611,AC0076,2024-10-01,transfer,144071.58,Branch
TX00612,AC0448,2024-10-02,transfer,120683.82,Mobile App
TX00613,AC0301,2024-09-27,deposit,132777.48,ATM
TX00614,AC0157,2024-06-10,transfer,87026.89,Online
TX00615,AC0429,2024-09-02,deposit,41499.01,Mobile App
TX00616,AC0349,2024-03-11,withdrawal,56837.9,ATM
TX00617,AC0415,2024-02-15,transfer,106715.65,Online
TX00618,AC0138,2024-03-08,withdrawal,124830.41,Online
TX00619,AC0304,2024-08-18,deposit,78458.79,Online
TX00620,AC0291,2024-02-22,deposit,146379.99,Mobile App
TX00621,AC0016,2024-07-19,deposit,141583.37,Online
TX00622,AC0089,2024-09-21,deposit,106897.76,Online
TX00623,AC0086,2024-03-15,deposit,7194.92,ATM
TX00624,AC0008,2024-04-04,withdrawal,26771.51,ATM
TX00625,AC0009,2024-02-02,transfer,69465.72,Mobile App
TX00626,AC0059,2024-01-24,deposit,76434.52,Mobile App
TX00627,AC0367,2024-07-16,deposit,2175.01,ATM
TX00628,AC0419,2024-05-31,withdrawal,56214.37,ATM
TX00629,AC0148,2024-02-01,withdrawal,134712.29,Branch
TX00630,AC0476,2024-06-12,withdrawal,96352.42,ATM
TX00631,AC0302,2024-09-18,deposit,118032.23,Branch
TX00632,AC0216,2024-10-08,deposit,29650.62,Branch
TX00633,AC0210,2024-10-28,withdrawal,124892.6,ATM
TX00634,AC0018,2024-01-02,withdrawal,110133.62,ATM
TX00635,AC0235,2024-07-25,deposit,1024.49,Branch
TX00636,AC0484,2024-06-17,transfer,65911.46,ATM
TX00637,AC0170,2024-01-11,deposit,65668.79,Mobile App
TX00638,AC0217,2024-05-17,deposit,11536.95,Mobile App
TX00639,AC0470,2024-07-08,withdrawal,130191.81,ATM
TX00640,AC0361,2024-04-25,withdrawal,737.05,Mobile App
TX00641,AC0278,2024-06-14,deposit,60124.08,Branch
TX00642,AC0396,2024-11-12,transfer,6772.67,ATM
TX00643,AC0189,2024-10-14,withdrawal,64769.53,Online
TX00644,AC0151,2024-10-10,deposit,56999.14,Mobile App
TX00645,AC0082,2024-07-17,transfer,117844.29,Online
TX00646,AC0277,2024-08-09,deposit,71135.52,Mobile App
TX00647,AC0401,2024-11-10,deposit,54930.61,Branch
TX00648,AC0412,2024-10-29,transfer,27501.21,Mobile App
TX00649,AC0433,2024-02-09,transfer,134570.43,ATM
TX00650,AC0355,2024-10-31,withdrawal,19412.38,ATM
TX00651,AC0068,2024-08-08,withdrawal,68455.54,Online
TX00652,AC0195,2024-01-08,withdrawal,146677.79,ATM
TX00653,AC0390,2024-10-19,withdrawal,140211.39,ATM
TX00654,AC0402,2024-08-24,withdrawal,50674.35,Branch
TX00655,AC0498,2024-03-01,transfer,73255.36,Branch
TX00656,AC0362,2024-02-16,deposit,73497.52,Mobile App
TX00657,AC0309,2024-04-04,deposit,14937.51,Online
TX00658,AC0144,2024-02-17,transfer,141024.82,Mobile App
TX00659,AC0137,2024-03-31,deposit,21566.53,Mobile App
TX00660,AC0172,2024-09-19,deposit,67667.23,Branch
TX00661,AC0370,2024-07-06,withdrawal,137479.05,ATM
TX00662,AC0422,2024-10-10,withdrawal,102311.78,Branch
TX00663,AC0249,2024-01-24,withdrawal,65550.09,Online
TX00664,AC0002,2024-10-22,deposit,19386.12,Branch
TX00665,AC0255,2024-01-01,deposit,140745.49,ATM
TX00666,AC0033,2024-11-19,transfer,33323.82,Branch
TX00667,AC0210,2024-05-20,deposit,69174.04,Online
TX00668,AC0424,2024-03-10,withdrawal,127218.94,Mobile App
TX00669,AC0091,2024-09-14,deposit,137971.59,Branch
TX00670,AC0455,2024-05-23,deposit,9232.41,Mobile App
TX00671,AC0267,2024-11-29,deposit,24557.21,Branch
TX00672,AC0368,2024-08-19,withdrawal,13968.37,Mobile App
TX00673,AC0038,2024-07-18,withdrawal,1433.93,ATM
TX00674,AC0031,2024-06-28,deposit,14174.29,Branch
TX00675,AC0500,2024-01-01,deposit,126654.16,ATM
TX00676,AC0418,2024-12-02,deposit,47590.01,Mobile App
TX00677,AC0042,2024-01-23,withdrawal,34498.21,Mobile App
TX00678,AC0028,2024-10-18,deposit,30341.63,ATM
TX00679,AC0237,2024-02-06,transfer,89250.44,ATM
TX00680,AC0003,2024-09-04,withdrawal,135954.62,ATM
TX00681,AC0450,2024-09-15,withdrawal,84485.27,Branch
TX00682,AC0358,2024-05-30,withdrawal,121703.86,Online
TX00683,AC0409,2024-10-17,transfer,62274.05,Online
TX00684,AC0443,2024-07-30,withdrawal,20160.01,Branch
TX00685,AC0143,2024-08-29,deposit,62306.23,ATM
TX00686,AC0492,2024-11-15,deposit,146621.93,Online
TX00687,AC0413,2024-06-08,deposit,32376.0,ATM
TX00688,AC0019,2024-05-12,withdrawal,7287.89,Branch
TX00689,AC0397,2024-10-14,transfer,33655.97,Online
TX00690,AC0036,2024-08-27,withdrawal,32393.69,Branch
TX00691,AC0225,2024-05-11,withdrawal,50940.57,Online
TX00692,AC0216,2024-09-28,deposit,61141.92,Branch
TX00693,AC0280,2024-08-10,deposit,111927.12,Mobile App
TX00694,AC0100,2024-10-28,withdrawal,148464.1,Branch
TX00695,AC0457,2024-06-02,withdrawal,82300.79,Online
TX00696,AC0163,2024-04-26,transfer,138210.03,Branch
TX00697,AC0208,2024-03-11,deposit,49961.82,ATM
TX00698,AC0229,2024-08-15,withdrawal,105850.84,Mobile App
TX00699,AC0185,2024-08-17,withdrawal,53189.66,Branch
TX00700,AC0492,2024-07-22,deposit,31295.5,Online
TX00701,AC0374,2024-01-05,deposit,81355.9,Branch
TX00702,AC0462,2024-06-15,deposit,6854.52,Branch
TX00703,AC0375,2024-01-15,deposit,133477.74,ATM
TX00704,AC0487,2024-02-12,deposit,69673.61,Mobile App
TX00705,AC0049,2024-11-03,deposit,21777.47,Branch
TX00706,AC0361,2024-08-15,transfer,8570.52,Online
TX00707,AC0087,2024-11-20,deposit,61215.37,Branch
TX00708,AC0471,2024-04-29,withdrawal,122727.11,Branch
TX00709,AC0358,2024-02-12,deposit,149732.53,ATM
TX00710,AC0342,2024-03-10,deposit,65941.74,Branch
TX00711,AC0402,2024-10-16,withdrawal,130852.48,ATM
TX00712,AC0006,2024-03-21,transfer,114052.21,ATM
TX00713,AC0041,2024-06-12,deposit,50920.46,Online
TX00714,AC0465,2024-06-26,withdrawal,66303.11,Branch
TX00715,AC0017,2024-08-12,withdrawal,7051.97,Mobile App
TX00716,AC0052,2024-08-14,withdrawal,126756.46,Mobile App
TX00717,AC0305,2024-10-08,deposit,139647.17,Branch
TX00718,AC0330,2024-01-15,withdrawal,100130.85,ATM
TX00719,AC0025,2024-01-05,transfer,43532.92,Online
TX00720,AC0497,2024-06-04,deposit,30887.88,ATM
TX00721,AC0002,2024-05-22,withdrawal,19345.45,ATM
TX00722,AC0450,2024-04-19,transfer,7318.27,Branch
TX00723,AC0033,2024-02-06,withdrawal,94215.72,ATM
TX00724,AC0490,2024-04-23,withdrawal,132134.77,Online
TX00725,AC0492,2024-10-06,withdrawal,52243.17,Online
TX00726,AC0466,2024-07-10,withdrawal,22402.94,Branch
TX00727,AC0199,2024-02-06,deposit,9369.07,Mobile App
TX00728,AC0292,2024-10-22,deposit,96796.74,Mobile App
TX00729,AC0293,2024-08-07,deposit,11516.32,Mobile App
TX00730,AC0368,2024-08-12,transfer,39783.81,Online
TX00731,AC0246,2024-09-13,withdrawal,104311.03,Online
TX00732,AC0367,2024-04-21,withdrawal,85756.26,Branch
TX00733,AC0158,2024-10-24,withdrawal,129352.26,ATM
TX00734,AC0002,2024-07-20,transfer,69042.2,Online
TX00735,AC0172,2024-06-16,deposit,33085.95,Branch
TX00736,AC0425,2024-01-06,deposit,74237.93,Mobile App
TX00737,AC0161,2024-05-10,deposit,134877.17,Online
TX00738,AC0147,2024-02-24,transfer,80817.22,Online
TX00739,AC0299,2024-02-01,deposit,99392.97,Online
TX00740,AC0113,2024-04-23,withdrawal,49988.98,ATM
TX00741,AC0036,2024-01-08,deposit,85911.99,Mobile App
TX00742,AC0430,2024-12-12,deposit,53747.34,ATM
TX00743,AC0327,2024-10-03,transfer,76810.29,Online
TX00744,AC0008,2024-03-18,deposit,13713.74,Mobile App
TX00745,AC0228,2024-04-22,deposit,92631.81,ATM
TX00746,AC0145,2024-12-13,withdrawal,143674.32,Mobile App
TX00747,AC0172,2024-10-15,transfer,48830.0,Online
TX00748,AC0045,2024-03-28,transfer,47096.89,Mobile App
TX00749,AC0024,2024-04-28,withdrawal,63152.5,Online
TX00750,AC0409,2024-01-05,deposit,68907.18,Branch
TX00751,AC0267,2024-04-05,deposit,38747.26,Mobile App
TX00752,AC0456,2024-01-13,deposit,664.06,Mobile App
TX00753,AC0059,2024-02-16,withdrawal,126357.13,Online
TX00754,AC0366,2024-10-08,deposit,27549.42,Mobile App
TX00755,AC0359,2024-03-27,deposit,97231.72,Online
TX00756,AC0035,2024-06-29,deposit,78576.97,Mobile App
TX00757,AC0371,2024-01-03,withdrawal,85048.74,Mobile App
TX00758,AC0055,2024-02-27,transfer,32109.68,Branch
TX00759,AC0171,2024-10-08,deposit,109684.34,Branch
TX00760,AC0292,2024-08-25,transfer,25538.17,ATM
TX00761,AC0196,2024-10-11,deposit,106470.04,Branch
TX00762,AC0470,2024-05-01,transfer,80479.21,Online
TX00763,AC0035,2024-10-07,transfer,91494.14,Online
TX00764,AC0261,2024-10-24,transfer,134932.6,Branch
TX00765,AC0170,2024-06-08,deposit,98774.8,Online
TX00766,AC0087,2024-09-01,deposit,682.26,Online
TX00767,AC0283,2024-04-19,withdrawal,80729.86,Online
TX00768,AC0070,2024-12-05,deposit,9344.36,ATM
TX00769,AC0143,2024-05-22,transfer,148116.75,Online
TX00770,AC0375,2024-03-08,deposit,10372.83,Branch
TX00771,AC0296,2024-11-04,withdrawal,105314.57,Online
TX00772,AC0377,2024-11-17,deposit,19573.31,Online
TX00773,AC0026,2024-05-21,deposit,33243.12,Online
TX00774,AC0067,2024-08-12,transfer,54196.7,Online
TX00775,AC0357,2024-02-22,withdrawal,56253.14,Online
TX00776,AC0022,2024-03-07,deposit,62980.34,ATM
TX00777,AC0209,2024-05-09,transfer,29957.7,ATM
TX00778,AC0177,2024-10-31,withdrawal,140267.96,Mobile App
TX00779,AC0234,2024-08-23,withdrawal,59983.61,ATM
TX00780,AC0313,2024-10-02,withdrawal,20236.87,ATM
TX00781,AC0351,2024-01-12,deposit,148604.92,ATM
TX00782,AC0213,2024-12-15,deposit,70716.63,Mobile App
TX00783,AC0443,2024-11-07,deposit,129159.79,Online
TX00784,AC0299,2024-09-28,withdrawal,18340.08,ATM
TX00785,AC0135,2024-05-06,withdrawal,10498.68,Mobile App
TX00786,AC0201,2024-03-24,deposit,85339.62,Online
TX00787,AC0481,2024-03-01,transfer,73283.76,ATM
TX00788,AC0188,2024-07-26,withdrawal,145341.43,Mobile App
TX00789,AC0431,2024-07-20,transfer,143129.98,ATM
TX00790,AC0197,2024-04-29,transfer,139514.3,ATM
TX00791,AC0293,2024-09-19,transfer,54626.59,ATM
TX00792,AC0156,2024-10-24,withdrawal,116931.04,Branch
TX00793,AC0154,2024-12-01,deposit,66425.8,Mobile App
TX00794,AC0201,2024-04-10,withdrawal,90896.54,Online
TX00795,AC0368,2024-04-25,transfer,51896.59,Branch
TX00796,AC0332,2024-11-05,transfer,25507.59,Online
TX00797,AC0067,2024-03-27,transfer,20636.1,ATM
TX00798,AC0046,2024-05-31,deposit,38731.1,Mobile App
TX00799,AC0341,2024-03-11,withdrawal,141155.33,Branch
TX00800,AC0137,2024-12-10,deposit,15661.07,ATM
TX00801,AC0274,2024-09-09,deposit,111115.84,Mobile App
TX00802,AC0076,2024-11-23,withdrawal,108791.06,ATM
TX00803,AC0337,2024-11-03,transfer,39918.62,Online
TX00804,AC0287,2024-06-22,withdrawal,133160.55,Branch
TX00805,AC0485,2024-08-23,deposit,133400.03,ATM
TX00806,AC0187,2024-09-29,withdrawal,34124.47,Branch
TX00807,AC0487,2024-04-13,deposit,121433.06,Online
TX00808,AC0040,2024-02-10,withdrawal,127326.75,Mobile App
TX00809,AC0208,2024-01-15,withdrawal,147030.61,Branch
TX00810,AC0190,2024-08-27,transfer,137462.57,Branch
TX00811,AC0256,2024-06-18,transfer,60505.81,Branch
TX00812,AC0370,2024-11-21,withdrawal,142074.92,Branch
TX00813,AC0496,2024-05-02,transfer,55922.46,Mobile App
TX00814,AC0439,2024-05-18,transfer,58305.55,Mobile App
TX00815,AC0493,2024-02-02,transfer,31688.95,Branch
TX00816,AC0065,2024-02-10,deposit,51817.0,Branch
TX00817,AC0012,2024-10-01,deposit,86116.64,Branch
TX00818,AC0261,2024-02-14,withdrawal,28212.03,Mobile App
TX00819,AC0306,2024-03-14,withdrawal,118085.84,Branch
TX00820,AC0295,2024-07-14,transfer,45662.01,Mobile App
TX00821,AC0094,2024-02-27,withdrawal,2525.16,Branch
TX00822,AC0070,2024-05-02,withdrawal,116649.49,ATM
TX00823,AC0137,2024-04-02,transfer,18819.7,Branch
TX00824,AC0027,2024-12-07,withdrawal,97774.44,Online
TX00825,AC0127,2024-03-21,transfer,122578.41,Branch
TX00826,AC0398,2024-06-11,withdrawal,32416.9,ATM
TX00827,AC0232,2024-10-17,transfer,33391.6,Mobile App
TX00828,AC0116,2024-02-23,deposit,4983.16,ATM
TX00829,AC0254,2024-09-28,withdrawal,138003.01,Online
TX00830,AC0478,2024-03-02,deposit,55569.87,Mobile App
TX00831,AC0048,2024-10-12,withdrawal,48091.18,Online
TX00832,AC0186,2024-12-02,withdrawal,110999.09,Online
TX00833,AC0222,2024-09-15,transfer,39334.36,Mobile App
TX00834,AC0025,2024-02-27,transfer,29502.34,Online
TX00835,AC0446,2024-11-27,deposit,103879.4,Mobile App
TX00836,AC0408,2024-06-23,deposit,33773.38,Mobile App
TX00837,AC0237,2024-08-19,deposit,86807.06,Mobile App
TX00838,AC0350,2024-06-14,transfer,28650.89,Mobile App
TX00839,AC0002,2024-02-27,withdrawal,136698.5,ATM
TX00840,AC0474,2024-11-18,withdrawal,122386.02,Mobile App
TX00841,AC0478,2024-10-01,deposit,4175.7,Branch
TX00842,AC0167,2024-11-28,deposit,5936.8,Online
TX00843,AC0248,2024-12-15,deposit,109558.49,ATM
TX00844,AC0159,2024-04-05,withdrawal,69735.65,Online
TX00845,AC0062,2024-08-05,deposit,90830.19,Online
TX00846,AC0496,2024-10-20,deposit,115501.29,Online
TX00847,AC0391,2024-07-22,deposit,74409.38,Online
TX00848,AC0466,2024-01-18,withdrawal,18682.66,Mobile App
TX00849,AC0319,2024-06-26,withdrawal,106523.5,Mobile App
TX00850,AC0091,2024-01-14,deposit,86554.22,Mobile App
TX00851,AC0402,2024-05-06,withdrawal,19609.17,Branch
TX00852,AC0495,2024-11-11,withdrawal,124173.43,Online
TX00853,AC0466,2024-04-30,deposit,25761.91,Mobile App
TX00854,AC0117,2024-12-24,withdrawal,134096.41,Online
TX00855,AC0001,2024-05-27,withdrawal,128003.18,Online
TX00856,AC0401,2024-06-30,withdrawal,19815.8,Mobile App
TX00857,AC0219,2024-02-14,withdrawal,145812.93,Mobile App
TX00858,AC0204,2024-02-16,deposit,82908.45,Mobile App
TX00859,AC0024,2024-09-18,deposit,58668.95,Mobile App
TX00860,AC0404,2024-03-02,deposit,124549.85,Online
TX00861,AC0196,2024-01-20,deposit,2616.84,ATM
TX00862,AC0080,2024-07-21,deposit,53456.0,Online
TX00863,AC0458,2024-10-12,deposit,106060.0,Mobile App
TX00864,AC0342,2024-11-18,transfer,138494.91,Branch
TX00865,AC0274,2024-05-12,transfer,72032.22,Branch
TX00866,AC0227,2024-05-14,deposit,22199.72,Online
TX00867,AC0354,2024-03-19,deposit,142866.46,ATM
TX00868,AC0325,2024-02-24,withdrawal,38436.57,Online
TX00869,AC0178,2024-10-13,deposit,107744.56,Online
TX00870,AC0092,2024-06-30,transfer,9045.41,Online
TX00871,AC0421,2024-11-12,withdrawal,32054.0,ATM
TX00872,AC0461,2024-07-18,withdrawal,125050.86,Mobile App
TX00873,AC0443,2024-05-05,deposit,128335.0,ATM
TX00874,AC0273,2024-01-29,withdrawal,59824.55,Mobile App
TX00875,AC0142,2024-02-23,withdrawal,1443.78,Branch
TX00876,AC0118,2024-10-13,withdrawal,115939.45,Branch
TX00877,AC0077,2024-01-07,deposit,33352.86,Mobile App
TX00878,AC0090,2024-07-24,deposit,76553.34,Branch
TX00879,AC0340,2024-07-23,withdrawal,85851.13,Mobile App
TX00880,AC0337,2024-07-06,transfer,9957.0,Branch
TX00881,AC0405,2024-08-31,deposit,54549.05,Branch
TX00882,AC0292,2024-02-07,deposit,140549.13,ATM
TX00883,AC0189,2024-02-14,transfer,146614.42,Branch
TX00884,AC0037,2024-02-09,withdrawal,49827.27,Branch
TX00885,AC0009,2024-10-18,deposit,86646.68,Mobile App
TX00886,AC0304,2024-04-18,withdrawal,67903.46,Mobile App
TX00887,AC0184,2024-04-04,deposit,71835.48,ATM
TX00888,AC0416,2024-03-11,deposit,38416.33,Mobile App
TX00889,AC0500,2024-03-22,deposit,11132.54,Mobile App
TX00890,AC0050,2024-03-10,deposit,22875.84,ATM
TX00891,AC0482,2024-04-13,withdrawal,112908.72,Mobile App
TX00892,AC0464,2024-11-13,transfer,69682.23,Mobile App
TX00893,AC0208,2024-01-19,transfer,32735.11,Online
TX00894,AC0219,2024-09-08,transfer,35082.97,Online
TX00895,AC0068,2024-08-12,transfer,101405.04,ATM
TX00896,AC0236,2024-06-22,transfer,97487.88,Mobile App
TX00897,AC0181,2024-05-01,withdrawal,141135.34,Branch
TX00898,AC0104,2024-02-29,deposit,94679.81,Mobile App
TX00899,AC0169,2024-06-07,withdrawal,5116.14,Branch
TX00900,AC0094,2024-04-29,deposit,22137.39,Online
TX00901,AC0062,2024-10-27,deposit,53119.94,ATM
TX00902,AC0397,2024-06-27,transfer,121229.36,Branch
