deposit_id,teller_id,branch_id,date,amount_received,amount_recorded
DP0537,TL12,BR02,2024-09-21,57000,57000
DP0538,TL10,BR01,2024-02-01,130500,130500
DP0539,TL03,BR05,2024-04-14,73000,73000
DP0540,TL06,BR03,2024-02-09,141500,141500
DP0541,TL05,BR03,2024-02-22,184500,184500
DP0542,TL10,BR01,2024-02-19,43000,43000
DP0543,TL02,BR01,2024-06-12,53500,53500
DP0544,TL05,BR03,2024-06-17,122500,122500
DP0545,TL07,BR01,2024-05-07,44500,44500
DP0546,TL06,BR03,2024-01-14,69500,69500
DP0547,TL10,BR01,2024-03-24,94000,94000
DP0548,TL10,BR01,2024-02-23,55500,55500
DP0549,TL12,BR02,2024-12-29,155000,155000
DP0550,TL12,BR02,2024-12-08,54000,54000
DP0551,TL09,BR07,2024-01-04,68000,68000
DP0552,TL03,BR05,2024-09-14,74500,74500
DP0553,TL09,BR07,2024-11-19,24500,24500
DP0554,TL11,BR02,2024-10-19,56500,56500
DP0555,TL01,BR06,2024-04-28,196000,196000
DP0556,TL02,BR01,2024-09-06,98000,98000
DP0557,TL11,BR02,2024-11-08,4500,4500
DP0558,TL09,BR07,2024-11-29,80500,80500
DP0559,TL12,BR02,2024-06-30,109000,109000
DP0560,TL01,BR06,2024-09-16,147000,147000
DP0561,TL09,BR07,2024-01-19,5000,5000
DP0562,TL05,BR03,2024-07-24,147000,147000
DP0563,TL10,BR01,2024-12-18,57000,57000
DP0564,TL01,BR06,2024-05-11,170500,170500
DP0565,TL11,BR02,2024-08-31,27500,27500
DP0566,TL02,BR01,2024-03-11,169500,169500
DP0567,TL04,BR04,2024-10-05,123000,123000
DP0568,TL09,BR07,2024-06-25,93000,93000
DP0569,TL04,BR04,2024-09-10,186000,186000
DP0570,TL03,BR05,2024-07-13,106000,106000
DP0571,TL05,BR03,2024-10-08,18000,18000
DP0572,TL02,BR01,2024-09-11,183500,183500
DP0573,TL12,BR02,2024-09-12,22000,22000
DP0574,TL08,BR02,2024-06-17,3500,3500
DP0575,TL02,BR01,2024-01-01,7000,7000
DP0576,TL03,BR05,2024-02-12,71500,71500
DP0577,TL09,BR07,2024-11-20,56500,55500
DP0578,TL05,BR03,2024-12-20,24000,24000
DP0579,TL11,BR02,2024-01-15,88000,88000
DP0580,TL06,BR03,2024-03-07,50000,50000
DP0581,TL02,BR01,2024-12-02,52000,52000
DP0582,TL01,BR06,2024-12-22,185000,185000
DP0583,TL03,BR05,2024-04-15,83500,83500
DP0584,TL05,BR03,2024-08-04,75500,75500
DP0585,TL01,BR06,2024-10-30,68000,68000
DP0586,TL07,BR01,2024-09-17,33000,33000
DP0587,TL08,BR02,2024-10-16,149500,149500
DP0588,TL08,BR02,2024-03-01,19000,19000
DP0589,TL02,BR01,2024-05-16,24500,24500
DP0590,TL10,BR01,2024-01-24,44500,44500
DP0591,TL05,BR03,2024-08-04,66500,66500
DP0592,TL10,BR01,2024-10-08,68500,68500
DP0593,TL09,BR07,2024-04-16,100500,100500
DP0594,TL10,BR01,2024-12-24,151500,151500
DP0595,TL05,BR03,2024-06-02,195000,195000
DP0596,TL05,BR03,2024-03-28,54000,54000
DP0597,TL02,BR01,2024-06-12,148500,148500
DP0598,TL08,BR02,2024-02-29,198500,198500
DP0599,TL07,BR01,2024-09-05,197500,197500
DP0600,TL07,BR01,2024-06-19,172000,170000
DP0601,TL12,BR02,2024-06-20,200000,200000
DP0602,TL12,BR02,2024-02-22,66000,66000
DP0603,TL07,BR01,2024-05-12,132000,131500
DP0604,TL01,BR06,2024-07-22,63500,63500
DP0605,TL10,BR01,2024-07-17,35500,35500
DP0606,TL03,BR05,2024-09-15,86500,86500
DP0607,TL05,BR03,2024-08-01,129500,129500
DP0608,TL06,BR03,2024-07-22,194000,194000
DP0609,TL05,BR03,2024-12-14,164500,164500
DP0610,TL02,BR01,2024-09-19,137500,137500
DP0611,TL04,BR04,2024-07-01,31500,31500
DP0612,TL04,BR04,2024-05-20,139500,140000
DP0613,TL08,BR02,2024-07-01,7000,7000
DP0614,TL12,BR02,2024-09-23,182000,182000
DP0615,TL02,BR01,2024-06-04,51000,51000
DP0616,TL06,BR03,2024-08-03,130000,130000
DP0617,TL06,BR03,2024-09-26,156500,156500
DP0618,TL11,BR02,2024-04-10,193000,193000
DP0619,TL11,BR02,2024-07-20,48000,48000
DP0620,TL07,BR01,2024-05-25,19000,19000
DP0621,TL12,BR02,2024-11-04,164500,164500
DP0622,TL01,BR06,2024-06-13,187500,187500
DP0623,TL10,BR01,2024-07-07,105500,105500
DP0624,TL02,BR01,2024-06-08,26500,26500
DP0625,TL10,BR01,2024-01-30,130500,130500
DP0626,TL06,BR03,2024-05-21,92500,92500
DP0627,TL10,BR01,2024-05-27,103000,103000
DP0628,TL05,BR03,2024-02-27,194500,194500
DP0629,TL11,BR02,2024-08-23,75000,75000
DP0630,TL02,BR01,2024-03-21,73000,73000
DP0631,TL10,BR01,2024-05-26,131000,131000
DP0632,TL11,BR02,2024-08-01,87500,87500
DP0633,TL04,BR04,2024-10-23,170500,170500
DP0634,TL12,BR02,2024-03-31,81000,81000
DP0635,TL11,BR02,2024-12-22,59000,59000
DP0636,TL03,BR05,2024-05-02,65000,65000
DP0637,TL04,BR04,2024-08-17,74500,74500
DP0638,TL11,BR02,2024-04-26,175000,175000
DP0639,TL02,BR01,2024-01-18,184000,184000
DP0640,TL05,BR03,2024-12-20,20500,20500
DP0641,TL06,BR03,2024-02-12,105500,105500
DP0642,TL03,BR05,2024-05-20,46500,46500
DP0643,TL03,BR05,2024-07-06,52500,52500
DP0644,TL04,BR04,2024-02-26,103000,103000
DP0645,TL10,BR01,2024-04-09,106500,106500
DP0646,TL06,BR03,2024-11-16,92000,92000
DP0647,TL06,BR03,2024-06-07,136000,136000
DP0648,TL03,BR05,2024-10-14,134500,134500
DP0649,TL05,BR03,2024-11-10,59000,59000
DP0650,TL01,BR06,2024-10-06,194500,194500
DP0651,TL04,BR04,2024-07-10,198000,198000
DP0652,TL05,BR03,2024-12-24,149500,149500
DP0653,TL02,BR01,2024-05-09,133500,133500
DP0654,TL11,BR02,2024-02-25,108000,108000
DP0655,TL10,BR01,2024-08-29,136500,136500
DP0656,TL02,BR01,2024-05-22,115500,115500
DP0657,TL04,BR04,2024-09-21,58000,58000
DP0658,TL01,BR06,2024-02-15,196500,196500
DP0659,TL03,BR05,2024-08-02,116500,116500
DP0660,TL07,BR01,2024-01-22,38000,33000
DP0661,TL09,BR07,2024-10-12,182500,182500
DP0662,TL10,BR01,2024-08-17,76000,76000
DP0663,TL01,BR06,2024-12-04,188500,188500
DP0664,TL12,BR02,2024-01-18,70000,70000
DP0665,TL12,BR02,2024-11-10,72000,72000
DP0666,TL03,BR05,2024-11-21,58500,58500
DP0667,TL04,BR04,2024-07-15,75000,75000
DP0668,TL05,BR03,2024-12-01,154000,154000
DP0669,TL04,BR04,2024-11-19,193000,193000
DP0670,TL04,BR04,2024-01-31,38500,38500
DP0671,TL02,BR01,2024-06-11,200000,200000
DP0672,TL03,BR05,2024-06-13,168000,168000
DP0673,TL01,BR06,2024-06-17,55000,55000
DP0674,TL10,BR01,2024-03-10,147500,147500
DP0675,TL04,BR04,2024-05-02,55500,55500
DP0676,TL07,BR01,2024-08-24,147500,147500
DP0677,TL07,BR01,2024-11-11,83000,83000
DP0678,TL03,BR05,2024-08-10,95500,95500
DP0679,TL04,BR04,2024-04-30,171000,171000
DP0680,TL12,BR02,2024-09-13,115500,115500
DP0681,TL12,BR02,2024-04-21,146500,146500
DP0682,TL02,BR01,2024-04-10,58500,58500
DP0683,TL05,BR03,2024-06-21,21500,21500
DP0684,TL08,BR02,2024-10-23,164500,164500
DP0685,TL01,BR06,2024-11-22,190000,190000
DP0686,TL08,BR02,2024-10-01,198000,198000
DP0687,TL04,BR04,2024-06-25,64000,64000
DP0688,TL11,BR02,2024-08-06,117000,117000
DP0689,TL07,BR01,2024-03-21,85000,85000
DP0690,TL07,BR01,2024-03-24,196000,194000
DP0691,TL03,BR05,2024-12-25,7000,7000
DP0692,TL06,BR03,2024-10-21,160000,160000
DP0693,TL04,BR04,2024-05-24,15500,15500
DP0694,TL07,BR01,2024-03-27,135500,135500
DP0695,TL04,BR04,2024-03-19,115500,115500
DP0696,TL04,BR04,2024-08-06,69500,69500
DP0697,TL06,BR03,2024-04-10,86500,86500
DP0698,TL06,BR03,2024-08-29,2000,2000
DP0699,TL06,BR03,2024-04-29,177000,177500
DP0700,TL06,BR03,2024-01-14,162500,162500
DP0701,TL02,BR01,2024-10-07,115000,115000
DP0702,TL06,BR03,2024-03-18,29000,29000
DP0703,TL11,BR02,2024-04-14,97500,97500
DP0704,TL05,BR03,2024-04-15,197500,197500
DP0705,TL01,BR06,2024-03-23,115500,115500
DP0706,TL11,BR02,2024-08-12,119500,119500
DP0707,TL01,BR06,2024-07-28,82000,82000
DP0708,TL10,BR01,2024-02-01,105500,105500
DP0709,TL07,BR01,2024-10-31,191500,191500
DP0710,TL12,BR02,2024-09-27,184000,184000
DP0711,TL08,BR02,2024-03-02,77000,77000
DP0712,TL03,BR05,2024-09-27,55000,55000
DP0713,TL03,BR05,2024-07-23,126000,126000
DP0714,TL08,BR02,2024-07-14,70500,70500
DP0715,TL08,BR02,2024-10-21,53000,53000
DP0716,TL07,BR01,2024-05-17,155500,155500
DP0717,TL07,BR01,2024-05-10,157000,156500
DP0718,TL12,BR02,2024-05-18,105000,105000
DP0719,TL09,BR07,2024-09-09,187500,187500
DP0720,TL04,BR04,2024-04-01,131000,131000
DP0721,TL08,BR02,2024-09-24,1000,1000
DP0722,TL07,BR01,2024-08-25,17500,17500
DP0723,TL10,BR01,2024-07-24,104500,104500
DP0724,TL07,BR01,2024-05-23,169000,167000
DP0725,TL09,BR07,2024-07-25,194000,194000
DP0726,TL04,BR04,2024-09-29,43500,43500
DP0727,TL01,BR06,2024-03-25,54500,54500
DP0728,TL09,BR07,2024-04-20,116000,116000
DP0729,TL07,BR01,2024-02-11,27500,27000
DP0730,TL11,BR02,2024-01-11,127000,127000
DP0731,TL01,BR06,2024-03-10,125000,125000
DP0732,TL05,BR03,2024-11-16,164500,164500
DP0733,TL01,BR06,2024-02-06,115500,115500
DP0734,TL01,BR06,2024-12-05,93500,93500
DP0735,TL10,BR01,2024-09-05,190000,190000
DP0736,TL02,BR01,2024-11-19,139500,139500
DP0737,TL07,BR01,2024-10-25,22000,22000
DP0738,TL03,BR05,2024-12-31,162500,162500
DP0739,TL03,BR05,2024-08-08,81000,81000
DP0740,TL03,BR05,2024-04-27,117500,117500
DP0741,TL12,BR02,2024-05-06,59500,59500
DP0742,TL08,BR02,2024-07-22,186500,186500
DP0743,TL03,BR05,2024-12-14,17500,17500
DP0744,TL06,BR03,2024-04-05,175000,175000
DP0745,TL06,BR03,2024-09-20,133000,133000
DP0746,TL12,BR02,2024-06-19,151000,151000
DP0747,TL08,BR02,2024-11-19,198000,198000
DP0748,TL07,BR01,2024-09-22,80500,80500
DP0749,TL07,BR01,2024-12-06,130000,129500
DP0750,TL06,BR03,2024-03-23,43500,43500
DP0751,TL07,BR01,2024-05-12,7000,2000
DP0752,TL10,BR01,2024-02-23,41500,41500
DP0753,TL03,BR05,2024-06-24,29000,29000
DP0754,TL08,BR02,2024-09-08,61500,61500
DP0755,TL10,BR01,2024-03-26,132000,132000
DP0756,TL02,BR01,2024-10-24,150500,150500
DP0757,TL03,BR05,2024-07-22,83500,83500
DP0758,TL05,BR03,2024-02-26,191000,191000
DP0759,TL10,BR01,2024-01-12,198500,198500
DP0760,TL11,BR02,2024-01-22,142500,142500
DP0761,TL08,BR02,2024-08-31,106000,106000
DP0762,TL07,BR01,2024-05-08,79000,79000
DP0763,TL10,BR01,2024-11-25,122000,122000
DP0764,TL07,BR01,2024-12-19,19500,19500
DP0765,TL05,BR03,2024-06-18,99000,99000
DP0766,TL01,BR06,2024-10-08,133000,133000
DP0767,TL03,BR05,2024-11-10,199500,199500
DP0768,TL05,BR03,2024-10-10,193500,193500
DP0769,TL08,BR02,2024-04-13,1000,1000
DP0770,TL01,BR06,2024-02-17,12000,12000
DP0771,TL07,BR01,2024-07-10,47500,47500
DP0772,TL10,BR01,2024-02-12,117500,117500
DP0773,TL12,BR02,2024-05-23,103500,103500
DP0774,TL09,BR07,2024-11-18,85000,85000
DP0775,TL11,BR02,2024-02-27,181500,181500
DP0776,TL10,BR01,2024-07-01,97000,97000
DP0777,TL06,BR03,2024-02-05,147000,147000
DP0778,TL02,BR01,2024-03-10,158000,158000
DP0779,TL12,BR02,2024-12-21,70500,70500
DP0780,TL08,BR02,2024-06-03,156500,156500
DP0781,TL05,BR03,2024-04-29,82500,82500
DP0782,TL02,BR01,2024-07-17,113000,113000
DP0783,TL11,BR02,2024-12-20,197000,197000
DP0784,TL09,BR07,2024-07-31,146500,146500
DP0785,TL05,BR03,2024-11-27,84500,84500
DP0786,TL04,BR04,2024-07-10,85000,85000
DP0787,TL06,BR03,2024-09-15,29000,29000
DP0788,TL01,BR06,2024-06-29,163500,163500
DP0789,TL02,BR01,2024-02-27,119000,119000
DP0790,TL11,BR02,2024-11-11,94500,94500
DP0791,TL08,BR02,2024-03-20,7500,7500
DP0792,TL05,BR03,2024-07-21,61500,61500
DP0793,TL04,BR04,2024-01-20,166500,166500
DP0794,TL08,BR02,2024-04-01,25000,25000
DP0795,TL06,BR03,2024-03-28,150500,150500
DP0796,TL06,BR03,2024-08-13,118500,118500
DP0797,TL07,BR01,2024-11-08,178500,176500
DP0798,TL11,BR02,2024-12-19,197000,197000
DP0799,TL12,BR02,2024-04-12,147500,147500
DP0800,TL01,BR06,2024-02-05,120500,120500
DP0801,TL07,BR01,2024-09-10,93000,92000
DP0802,TL12,BR02,2024-02-12,3000,3000
DP0803,TL12,BR02,2024-06-12,159000,159000
DP0804,TL01,BR06,2024-07-29,116000,116000
DP0805,TL05,BR03,2024-02-24,188000,188000
DP0806,TL09,BR07,2024-11-15,27500,27500
DP0807,TL11,BR02,2024-03-23,33500,33500
DP0808,TL04,BR04,2024-11-24,69500,69500
DP0809,TL10,BR01,2024-01-15,122500,122500
DP0810,TL02,BR01,2024-02-15,13000,13000
DP0811,TL02,BR01,2024-01-07,90500,90500
DP0812,TL07,BR01,2024-11-29,62000,62000
DP0813,TL05,BR03,2024-01-07,144500,144500
DP0814,TL12,BR02,2024-12-03,37000,37000
DP0815,TL02,BR01,2024-07-20,5500,5500
DP0816,TL12,BR02,2024-05-06,8000,8000
DP0817,TL04,BR04,2024-07-12,171500,171500
DP0818,TL01,BR06,2024-08-18,12000,12000
DP0819,TL08,BR02,2024-11-16,88000,88000
DP0820,TL01,BR06,2024-11-30,115000,115000
DP0821,TL12,BR02,2024-01-24,29500,29500
DP0822,TL09,BR07,2024-07-16,199000,200000
DP0823,TL07,BR01,2024-11-17,101500,101500
DP0824,TL04,BR04,2024-10-15,63500,63500
DP0825,TL09,BR07,2024-05-02,136500,135500
DP0826,TL02,BR01,2024-09-17,186500,186500
DP0827,TL04,BR04,2024-05-08,185500,185500
DP0828,TL12,BR02,2024-08-10,197500,197500
DP0829,TL08,BR02,2024-03-12,63500,63500
DP0830,TL12,BR02,2024-11-13,5000,5000
DP0831,TL05,BR03,2024-09-19,31000,31000
DP0832,TL08,BR02,2024-05-28,78000,78000
DP0833,TL06,BR03,2024-07-04,196000,196000
DP0834,TL01,BR06,2024-01-26,79500,79500
DP0835,TL05,BR03,2024-10-24,123000,123000
DP0836,TL06,BR03,2024-12-24,133000,133000
DP0837,TL07,BR01,2024-09-08,175000,175000
DP0838,TL10,BR01,2024-01-24,171500,171500
DP0839,TL04,BR04,2024-12-15,26000,26000
DP0840,TL02,BR01,2024-05-28,61500,61500
DP0841,TL05,BR03,2024-05-24,117500,117500
DP0842,TL02,BR01,2024-01-29,28500,27500
DP0843,TL05,BR03,2024-12-24,49500,49500
DP0844,TL02,BR01,2024-07-11,165000,165000
DP0845,TL03,BR05,2024-05-15,98500,98500
DP0846,TL08,BR02,2024-10-23,197000,197000
DP0847,TL09,BR07,2024-09-02,17000,17000
DP0848,TL02,BR01,2024-09-13,112000,112000
DP0849,TL07,BR01,2024-05-15,116000,114000
DP0850,TL07,BR01,2024-10-14,10500,10500
DP0851,TL04,BR04,2024-11-06,109500,109500
DP0852,TL04,BR04,2024-04-14,89000,89000
DP0853,TL05,BR03,2024-01-01,79000,79000
DP0854,TL07,BR01,2024-04-07,85500,85500
DP0855,TL06,BR03,2024-12-10,150000,150000
DP0856,TL12,BR02,2024-09-18,37500,37500
DP0857,TL11,BR02,2024-11-20,56500,56500
DP0858,TL08,BR02,2024-02-16,149500,149500
DP0859,TL04,BR04,2024-04-12,107500,107500
DP0860,TL11,BR02,2024-07-13,93500,93500
DP0861,TL12,BR02,2024-05-27,122500,122500
DP0862,TL01,BR06,2024-05-05,8500,8500
DP0863,TL01,BR06,2024-08-13,38500,38500
DP0864,TL12,BR02,2024-09-06,47000,47000
DP0865,TL11,BR02,2024-03-21,70000,70000
DP0866,TL03,BR05,2024-05-15,53000,53000
DP0867,TL10,BR01,2024-01-15,94000,94000
DP0868,TL04,BR04,2024-08-31,39000,39000
DP0869,TL12,BR02,2024-05-13,34000,34000
DP0870,TL06,BR03,2024-05-06,39500,39000
DP0871,TL04,BR04,2024-04-01,85500,85500
DP0872,TL07,BR01,2024-09-13,69500,69500
DP0873,TL03,BR05,2024-02-28,14500,14500
DP0874,TL06,BR03,2024-02-21,195000,195000
DP0875,TL05,BR03,2024-12-10,113500,113500
DP0876,TL06,BR03,2024-12-25,179500,179500
DP0877,TL06,BR03,2024-08-05,69000,69000
DP0878,TL06,BR03,2024-06-05,140000,140000
DP0879,TL12,BR02,2024-03-03,78500,78500
DP0880,TL05,BR03,2024-04-16,39500,39500
DP0881,TL12,BR02,2024-03-27,124500,124500
DP0882,TL11,BR02,2024-10-19,15000,15000
DP0883,TL07,BR01,2024-05-09,109000,108000
DP0884,TL09,BR07,2024-03-26,28500,28500
DP0885,TL01,BR06,2024-03-14,51500,51500
DP0886,TL03,BR05,2024-09-11,73500,73500
DP0887,TL09,BR07,2024-05-12,64000,64000
DP0888,TL09,BR07,2024-11-06,186500,186500
DP0889,TL07,BR01,2024-12-14,61500,61500
DP0890,TL05,BR03,2024-10-14,91500,91500
DP0891,TL06,BR03,2024-04-19,132000,132000
DP0892,TL02,BR01,2024-11-20,64000,64000
DP0893,TL11,BR02,2024-04-23,65500,65500
DP0894,TL04,BR04,2024-05-28,147500,147500
DP0895,TL11,BR02,2024-04-01,61500,61500
DP0896,TL10,BR01,2024-10-06,120000,120000
DP0897,TL07,BR01,2024-03-06,36000,36000
DP0898,TL12,BR02,2024-06-08,138500,138500
DP0899,TL12,BR02,2024-08-25,73000,73000
DP0900,TL07,BR01,2024-09-07,47500,47500
